Año,Trimestre,Provincia,Accesos/100 hogares,Latitud,Longitud,Accesos hogares trimestre anterior,Accesos hogares meta
2022,4,Entre Ríos,"64,01","-32,0718","-60,5238","63,67","64,94"
2023,1,Entre Ríos,"64,79","-32,0718","-60,5238","64,01","65,29"
2023,2,Entre Ríos,"64,43","-32,0718","-60,5238","64,79","66,09"
2023,3,Entre Ríos,"68,84","-32,0718","-60,5238","64,43","65,72"
2023,4,Entre Ríos,"69,94","-32,0718","-60,5238","68,84","70,22"
2024,1,Entre Ríos,"69,31","-32,0718","-60,5238","69,94","71,34"
2024,2,Entre Ríos,"68,64","-32,0718","-60,5238","69,31","70,70"
2014,1,Formosa,"17,42","-26,1728","-58,1825","0,00","0,00"
2014,2,Formosa,"17,54","-26,1728","-58,1825","17,42","17,77"
2014,3,Formosa,"17,77","-26,1728","-58,1825","17,54","17,89"
2014,4,Formosa,"17,96","-26,1728","-58,1825","17,77","18,13"
2015,1,Formosa,"18,12","-26,1728","-58,1825","17,96","18,32"
2015,2,Formosa,"18,36","-26,1728","-58,1825","18,12","18,49"
2015,3,Formosa,"18,84","-26,1728","-58,1825","18,36","18,73"
2015,4,Formosa,"19,07","-26,1728","-58,1825","18,84","19,21"
2016,1,Formosa,"19,04","-26,1728","-58,1825","19,07","19,45"
2016,2,Formosa,"19,37","-26,1728","-58,1825","19,04","19,42"
2016,3,Formosa,"18,64","-26,1728","-58,1825","19,37","19,76"
2016,4,Formosa,"19,85","-26,1728","-58,1825","18,64","19,01"
2017,1,Formosa,"19,84","-26,1728","-58,1825","19,85","20,25"
2017,2,Formosa,"19,97","-26,1728","-58,1825","19,84","20,24"
2017,3,Formosa,"21,35","-26,1728","-58,1825","19,97","20,36"
2017,4,Formosa,"21,27","-26,1728","-58,1825","21,35","21,78"
2018,1,Formosa,"21,40","-26,1728","-58,1825","21,27","21,70"
2018,2,Formosa,"29,43","-26,1728","-58,1825","21,40","21,83"
2018,3,Formosa,"29,58","-26,1728","-58,1825","29,43","30,02"
2018,4,Formosa,"29,74","-26,1728","-58,1825","29,58","30,17"
2019,1,Formosa,"29,68","-26,1728","-58,1825","29,74","30,33"
2019,2,Formosa,"30,42","-26,1728","-58,1825","29,68","30,27"
2019,3,Formosa,"30,11","-26,1728","-58,1825","30,42","31,03"
2019,4,Formosa,"30,47","-26,1728","-58,1825","30,11","30,71"
2020,1,Formosa,"30,23","-26,1728","-58,1825","30,47","31,08"
2020,2,Formosa,"31,14","-26,1728","-58,1825","30,23","30,83"
2020,3,Formosa,"31,91","-26,1728","-58,1825","31,14","31,76"
2020,4,Formosa,"32,49","-26,1728","-58,1825","31,91","32,54"
2021,1,Formosa,"32,73","-26,1728","-58,1825","32,49","33,14"
2021,2,Formosa,"33,23","-26,1728","-58,1825","32,73","33,39"
2021,3,Formosa,"33,96","-26,1728","-58,1825","33,23","33,89"
2021,4,Formosa,"34,45","-26,1728","-58,1825","33,96","34,64"
2022,1,Formosa,"34,96","-26,1728","-58,1825","34,45","35,14"
2022,2,Formosa,"43,42","-26,1728","-58,1825","34,96","35,65"
2022,3,Formosa,"43,76","-26,1728","-58,1825","43,42","44,29"
2022,4,Formosa,"39,41","-26,1728","-58,1825","43,76","44,64"
2023,1,Formosa,"38,79","-26,1728","-58,1825","39,41","40,20"
2023,2,Formosa,"38,32","-26,1728","-58,1825","38,79","39,57"
2023,3,Formosa,"38,86","-26,1728","-58,1825","38,32","39,09"
2023,4,Formosa,"39,23","-26,1728","-58,1825","38,86","39,64"
2024,1,Formosa,"39,61","-26,1728","-58,1825","39,23","40,01"
2024,2,Formosa,"39,69","-26,1728","-58,1825","39,61","40,40"
2014,1,Jujuy,"18,42","-24,1945","-65,2971","0,00","0,00"
2014,2,Jujuy,"18,71","-24,1945","-65,2971","18,42","18,78"
2014,3,Jujuy,"18,37","-24,1945","-65,2971","18,71","19,08"
2014,4,Jujuy,"19,60","-24,1945","-65,2971","18,37","18,74"
2015,1,Jujuy,"19,69","-24,1945","-65,2971","19,60","19,99"
2015,2,Jujuy,"20,29","-24,1945","-65,2971","19,69","20,08"
2015,3,Jujuy,"21,27","-24,1945","-65,2971","20,29","20,69"
2015,4,Jujuy,"21,47","-24,1945","-65,2971","21,27","21,70"
2016,1,Jujuy,"21,41","-24,1945","-65,2971","21,47","21,90"
2016,2,Jujuy,"21,89","-24,1945","-65,2971","21,41","21,84"
2016,3,Jujuy,"22,61","-24,1945","-65,2971","21,89","22,33"
2016,4,Jujuy,"22,65","-24,1945","-65,2971","22,61","23,06"
2017,1,Jujuy,"22,76","-24,1945","-65,2971","22,65","23,10"
2017,2,Jujuy,"22,40","-24,1945","-65,2971","22,76","23,21"
2017,3,Jujuy,"22,65","-24,1945","-65,2971","22,40","22,85"
2017,4,Jujuy,"22,74","-24,1945","-65,2971","22,65","23,10"
2018,1,Jujuy,"23,12","-24,1945","-65,2971","22,74","23,20"
2018,2,Jujuy,"23,43","-24,1945","-65,2971","23,12","23,58"
2018,3,Jujuy,"23,26","-24,1945","-65,2971","23,43","23,90"
2018,4,Jujuy,"46,53","-24,1945","-65,2971","23,26","23,73"
2019,1,Jujuy,"46,41","-24,1945","-65,2971","46,53","47,46"
2019,2,Jujuy,"44,51","-24,1945","-65,2971","46,41","47,34"
2019,3,Jujuy,"44,32","-24,1945","-65,2971","44,51","45,40"
2019,4,Jujuy,"45,38","-24,1945","-65,2971","44,32","45,21"
2020,1,Jujuy,"46,67","-24,1945","-65,2971","45,38","46,29"
2020,2,Jujuy,"47,89","-24,1945","-65,2971","46,67","47,60"
2020,3,Jujuy,"54,04","-24,1945","-65,2971","47,89","48,85"
2020,4,Jujuy,"53,46","-24,1945","-65,2971","54,04","55,13"
2021,1,Jujuy,"55,63","-24,1945","-65,2971","53,46","54,53"
2021,2,Jujuy,"56,18","-24,1945","-65,2971","55,63","56,75"
2021,3,Jujuy,"55,69","-24,1945","-65,2971","56,18","57,31"
2021,4,Jujuy,"56,92","-24,1945","-65,2971","55,69","56,80"
2022,1,Jujuy,"58,06","-24,1945","-65,2971","56,92","58,06"
2022,2,Jujuy,"57,32","-24,1945","-65,2971","58,06","59,23"
2022,3,Jujuy,"58,91","-24,1945","-65,2971","57,32","58,47"
2022,4,Jujuy,"58,46","-24,1945","-65,2971","58,91","60,09"
2023,1,Jujuy,"58,20","-24,1945","-65,2971","58,46","59,63"
2023,2,Jujuy,"57,78","-24,1945","-65,2971","58,20","59,36"
2023,3,Jujuy,"57,61","-24,1945","-65,2971","57,78","58,94"
2023,4,Jujuy,"57,78","-24,1945","-65,2971","57,61","58,76"
2024,1,Jujuy,"57,65","-24,1945","-65,2971","57,78","58,94"
2024,2,Jujuy,"58,30","-24,1945","-65,2971","57,65","58,80"
2014,1,La Pampa,"48,43","-37,7429","-64,2856","0,00","0,00"
2014,2,La Pampa,"49,71","-37,7429","-64,2856","48,43","49,39"
2014,3,La Pampa,"55,78","-37,7429","-64,2856","49,71","50,70"
2014,4,La Pampa,"51,27","-37,7429","-64,2856","55,78","56,90"
2015,1,La Pampa,"55,51","-37,7429","-64,2856","51,27","52,30"
2015,2,La Pampa,"56,71","-37,7429","-64,2856","55,51","56,62"
2015,3,La Pampa,"57,96","-37,7429","-64,2856","56,71","57,84"
2015,4,La Pampa,"58,76","-37,7429","-64,2856","57,96","59,12"
2016,1,La Pampa,"57,84","-37,7429","-64,2856","58,76","59,93"
2016,2,La Pampa,"60,44","-37,7429","-64,2856","57,84","59,00"
2016,3,La Pampa,"61,73","-37,7429","-64,2856","60,44","61,65"
2016,4,La Pampa,"63,02","-37,7429","-64,2856","61,73","62,97"
2017,1,La Pampa,"62,67","-37,7429","-64,2856","63,02","64,28"
2017,2,La Pampa,"63,49","-37,7429","-64,2856","62,67","63,92"
2017,3,La Pampa,"69,14","-37,7429","-64,2856","63,49","64,76"
2017,4,La Pampa,"71,05","-37,7429","-64,2856","69,14","70,52"
2018,1,La Pampa,"71,75","-37,7429","-64,2856","71,05","72,47"
2018,2,La Pampa,"71,04","-37,7429","-64,2856","71,75","73,19"
2018,3,La Pampa,"71,75","-37,7429","-64,2856","71,04","72,46"
2018,4,La Pampa,"73,49","-37,7429","-64,2856","71,75","73,19"
2019,1,La Pampa,"76,35","-37,7429","-64,2856","73,49","74,96"
2019,2,La Pampa,"77,08","-37,7429","-64,2856","76,35","77,88"
2019,3,La Pampa,"77,45","-37,7429","-64,2856","77,08","78,62"
2019,4,La Pampa,"76,92","-37,7429","-64,2856","77,45","79,00"
2020,1,La Pampa,"75,77","-37,7429","-64,2856","76,92","78,46"
2020,2,La Pampa,"76,10","-37,7429","-64,2856","75,77","77,28"
2020,3,La Pampa,"79,26","-37,7429","-64,2856","76,10","77,62"
2020,4,La Pampa,"81,77","-37,7429","-64,2856","79,26","80,85"
2021,1,La Pampa,"81,78","-37,7429","-64,2856","81,77","83,40"
2021,2,La Pampa,"82,08","-37,7429","-64,2856","81,78","83,41"
2021,3,La Pampa,"84,28","-37,7429","-64,2856","82,08","83,72"
2021,4,La Pampa,"89,57","-37,7429","-64,2856","84,28","85,97"
2022,1,La Pampa,"91,66","-37,7429","-64,2856","89,57","91,36"
2022,2,La Pampa,"92,98","-37,7429","-64,2856","91,66","93,50"
2022,3,La Pampa,"96,59","-37,7429","-64,2856","92,98","94,84"
2022,4,La Pampa,"94,80","-37,7429","-64,2856","96,59","98,52"
2023,1,La Pampa,"96,55","-37,7429","-64,2856","94,80","96,70"
2023,2,La Pampa,"98,35","-37,7429","-64,2856","96,55","98,48"
2023,3,La Pampa,"99,00","-37,7429","-64,2856","98,35","100,32"
2023,4,La Pampa,"99,96","-37,7429","-64,2856","99,00","100,98"
2024,1,La Pampa,"100,49","-37,7429","-64,2856","99,96","101,96"
2024,2,La Pampa,"101,17","-37,7429","-64,2856","100,49","102,50"
2014,1,La Rioja,"16,29","-29,4135","-66,8565","0,00","0,00"
2014,2,La Rioja,"16,50","-29,4135","-66,8565","16,29","16,62"
2014,3,La Rioja,"16,51","-29,4135","-66,8565","16,50","16,83"
2014,4,La Rioja,"17,01","-29,4135","-66,8565","16,51","16,84"
2015,1,La Rioja,"16,70","-29,4135","-66,8565","17,01","17,35"
2015,2,La Rioja,"16,88","-29,4135","-66,8565","16,70","17,04"
2015,3,La Rioja,"17,15","-29,4135","-66,8565","16,88","17,22"
2015,4,La Rioja,"17,32","-29,4135","-66,8565","17,15","17,49"
2016,1,La Rioja,"16,83","-29,4135","-66,8565","17,32","17,66"
2016,2,La Rioja,"16,88","-29,4135","-66,8565","16,83","17,17"
2016,3,La Rioja,"17,07","-29,4135","-66,8565","16,88","17,22"
2016,4,La Rioja,"16,46","-29,4135","-66,8565","17,07","17,42"
2017,1,La Rioja,"16,20","-29,4135","-66,8565","16,46","16,78"
2017,2,La Rioja,"16,20","-29,4135","-66,8565","16,20","16,52"
2017,3,La Rioja,"51,47","-29,4135","-66,8565","16,20","16,53"
2017,4,La Rioja,"51,57","-29,4135","-66,8565","51,47","52,49"
2018,1,La Rioja,"51,44","-29,4135","-66,8565","51,57","52,60"
2018,2,La Rioja,"50,98","-29,4135","-66,8565","51,44","52,47"
2018,3,La Rioja,"50,73","-29,4135","-66,8565","50,98","52,00"
2018,4,La Rioja,"50,35","-29,4135","-66,8565","50,73","51,75"
2019,1,La Rioja,"50,18","-29,4135","-66,8565","50,35","51,35"
2019,2,La Rioja,"48,70","-29,4135","-66,8565","50,18","51,19"
2019,3,La Rioja,"47,94","-29,4135","-66,8565","48,70","49,68"
2019,4,La Rioja,"47,14","-29,4135","-66,8565","47,94","48,90"
2020,1,La Rioja,"46,35","-29,4135","-66,8565","47,14","48,08"
2020,2,La Rioja,"49,84","-29,4135","-66,8565","46,35","47,27"
2020,3,La Rioja,"50,12","-29,4135","-66,8565","49,84","50,84"
2020,4,La Rioja,"50,11","-29,4135","-66,8565","50,12","51,12"
2021,1,La Rioja,"49,81","-29,4135","-66,8565","50,11","51,11"
2021,2,La Rioja,"76,98","-29,4135","-66,8565","49,81","50,80"
2021,3,La Rioja,"77,26","-29,4135","-66,8565","76,98","78,52"
2021,4,La Rioja,"77,92","-29,4135","-66,8565","77,26","78,81"
2022,1,La Rioja,"78,77","-29,4135","-66,8565","77,92","79,48"
2022,2,La Rioja,"80,14","-29,4135","-66,8565","78,77","80,35"
2022,3,La Rioja,"80,66","-29,4135","-66,8565","80,14","81,74"
2022,4,La Rioja,"79,86","-29,4135","-66,8565","80,66","82,27"
2023,1,La Rioja,"79,74","-29,4135","-66,8565","79,86","81,46"
2023,2,La Rioja,"80,01","-29,4135","-66,8565","79,74","81,33"
2023,3,La Rioja,"80,44","-29,4135","-66,8565","80,01","81,61"
2023,4,La Rioja,"80,22","-29,4135","-66,8565","80,44","82,05"
2024,1,La Rioja,"80,03","-29,4135","-66,8565","80,22","81,82"
2024,2,La Rioja,"79,52","-29,4135","-66,8565","80,03","81,63"
2014,1,Mendoza,"31,91","-34,5890","-68,3480","0,00","0,00"
2014,2,Mendoza,"32,10","-34,5890","-68,3480","31,91","32,55"
2014,3,Mendoza,"32,31","-34,5890","-68,3480","32,10","32,74"
2014,4,Mendoza,"32,64","-34,5890","-68,3480","32,31","32,96"
2015,1,Mendoza,"32,37","-34,5890","-68,3480","32,64","33,29"
2015,2,Mendoza,"32,49","-34,5890","-68,3480","32,37","33,01"
2015,3,Mendoza,"32,49","-34,5890","-68,3480","32,49","33,14"
2015,4,Mendoza,"32,49","-34,5890","-68,3480","32,49","33,14"
2016,1,Mendoza,"32,12","-34,5890","-68,3480","32,49","33,14"
2016,2,Mendoza,"32,13","-34,5890","-68,3480","32,12","32,77"
2016,3,Mendoza,"32,09","-34,5890","-68,3480","32,13","32,77"
2016,4,Mendoza,"32,11","-34,5890","-68,3480","32,09","32,73"
2017,1,Mendoza,"31,84","-34,5890","-68,3480","32,11","32,75"
2017,2,Mendoza,"31,76","-34,5890","-68,3480","31,84","32,48"
2017,3,Mendoza,"35,70","-34,5890","-68,3480","31,76","32,39"
2017,4,Mendoza,"33,33","-34,5890","-68,3480","35,70","36,42"
2018,1,Mendoza,"37,07","-34,5890","-68,3480","33,33","33,99"
2018,2,Mendoza,"36,97","-34,5890","-68,3480","37,07","37,81"
2018,3,Mendoza,"37,99","-34,5890","-68,3480","36,97","37,71"
2018,4,Mendoza,"37,76","-34,5890","-68,3480","37,99","38,75"
2019,1,Mendoza,"37,66","-34,5890","-68,3480","37,76","38,51"
2019,2,Mendoza,"40,75","-34,5890","-68,3480","37,66","38,41"
2019,3,Mendoza,"40,74","-34,5890","-68,3480","40,75","41,57"
2019,4,Mendoza,"33,65","-34,5890","-68,3480","40,74","41,55"
2020,1,Mendoza,"33,14","-34,5890","-68,3480","33,65","34,32"
2020,2,Mendoza,"36,25","-34,5890","-68,3480","33,14","33,80"
2020,3,Mendoza,"37,35","-34,5890","-68,3480","36,25","36,98"
2020,4,Mendoza,"38,63","-34,5890","-68,3480","37,35","38,10"
2021,1,Mendoza,"39,15","-34,5890","-68,3480","38,63","39,40"
2021,2,Mendoza,"40,97","-34,5890","-68,3480","39,15","39,94"
2021,3,Mendoza,"45,55","-34,5890","-68,3480","40,97","41,79"
2021,4,Mendoza,"47,51","-34,5890","-68,3480","45,55","46,46"
2022,1,Mendoza,"48,74","-34,5890","-68,3480","47,51","48,46"
2022,2,Mendoza,"49,39","-34,5890","-68,3480","48,74","49,71"
2022,3,Mendoza,"51,03","-34,5890","-68,3480","49,39","50,38"
2022,4,Mendoza,"51,36","-34,5890","-68,3480","51,03","52,05"
2023,1,Mendoza,"51,40","-34,5890","-68,3480","51,36","52,39"
2023,2,Mendoza,"52,09","-34,5890","-68,3480","51,40","52,43"
2023,3,Mendoza,"52,03","-34,5890","-68,3480","52,09","53,13"
2023,4,Mendoza,"52,15","-34,5890","-68,3480","52,03","53,07"
2024,1,Mendoza,"52,59","-34,5890","-68,3480","52,15","53,19"
2024,2,Mendoza,"52,30","-34,5890","-68,3480","52,59","53,64"
2014,1,Misiones,"23,14","-27,3644","-55,9000","0,00","0,00"
2014,2,Misiones,"23,37","-27,3644","-55,9000","23,14","23,60"
2014,3,Misiones,"23,57","-27,3644","-55,9000","23,37","23,84"
2014,4,Misiones,"24,16","-27,3644","-55,9000","23,57","24,04"
2015,1,Misiones,"26,31","-27,3644","-55,9000","24,16","24,65"
2015,2,Misiones,"27,35","-27,3644","-55,9000","26,31","26,83"
2015,3,Misiones,"28,31","-27,3644","-55,9000","27,35","27,89"
2015,4,Misiones,"28,69","-27,3644","-55,9000","28,31","28,87"
2016,1,Misiones,"28,37","-27,3644","-55,9000","28,69","29,26"
2016,2,Misiones,"29,24","-27,3644","-55,9000","28,37","28,94"
2016,3,Misiones,"29,91","-27,3644","-55,9000","29,24","29,82"
2016,4,Misiones,"29,72","-27,3644","-55,9000","29,91","30,50"
2017,1,Misiones,"29,52","-27,3644","-55,9000","29,72","30,31"
2017,2,Misiones,"30,09","-27,3644","-55,9000","29,52","30,11"
2017,3,Misiones,"30,21","-27,3644","-55,9000","30,09","30,69"
2017,4,Misiones,"31,14","-27,3644","-55,9000","30,21","30,81"
2018,1,Misiones,"30,96","-27,3644","-55,9000","31,14","31,77"
2018,2,Misiones,"31,63","-27,3644","-55,9000","30,96","31,58"
2018,3,Misiones,"32,10","-27,3644","-55,9000","31,63","32,26"
2018,4,Misiones,"34,45","-27,3644","-55,9000","32,10","32,75"
2019,1,Misiones,"36,26","-27,3644","-55,9000","34,45","35,14"
2019,2,Misiones,"39,15","-27,3644","-55,9000","36,26","36,98"
2019,3,Misiones,"39,33","-27,3644","-55,9000","39,15","39,93"
2019,4,Misiones,"39,79","-27,3644","-55,9000","39,33","40,12"
2020,1,Misiones,"39,02","-27,3644","-55,9000","39,79","40,59"
2020,2,Misiones,"40,89","-27,3644","-55,9000","39,02","39,80"
2020,3,Misiones,"41,60","-27,3644","-55,9000","40,89","41,71"
2020,4,Misiones,"42,64","-27,3644","-55,9000","41,60","42,44"
2021,1,Misiones,"43,17","-27,3644","-55,9000","42,64","43,50"
2021,2,Misiones,"45,01","-27,3644","-55,9000","43,17","44,04"
2021,3,Misiones,"45,57","-27,3644","-55,9000","45,01","45,91"
2021,4,Misiones,"49,06","-27,3644","-55,9000","45,57","46,48"
2022,1,Misiones,"49,04","-27,3644","-55,9000","49,06","50,05"
2022,2,Misiones,"51,00","-27,3644","-55,9000","49,04","50,02"
2022,3,Misiones,"51,82","-27,3644","-55,9000","51,00","52,02"
2022,4,Misiones,"52,85","-27,3644","-55,9000","51,82","52,86"
2023,1,Misiones,"53,97","-27,3644","-55,9000","52,85","53,91"
2023,2,Misiones,"55,18","-27,3644","-55,9000","53,97","55,05"
2023,3,Misiones,"55,51","-27,3644","-55,9000","55,18","56,28"
2023,4,Misiones,"56,27","-27,3644","-55,9000","55,51","56,62"
2024,1,Misiones,"56,76","-27,3644","-55,9000","56,27","57,40"
2024,2,Misiones,"57,73","-27,3644","-55,9000","56,76","57,90"
2014,1,Neuquén,"49,79","-38,9516","-68,0591","0,00","0,00"
2014,2,Neuquén,"50,84","-38,9516","-68,0591","49,79","50,79"
2014,3,Neuquén,"56,40","-38,9516","-68,0591","50,84","51,86"
2014,4,Neuquén,"52,55","-38,9516","-68,0591","56,40","57,52"
2015,1,Neuquén,"51,95","-38,9516","-68,0591","52,55","53,61"
2015,2,Neuquén,"53,12","-38,9516","-68,0591","51,95","52,99"
2015,3,Neuquén,"54,60","-38,9516","-68,0591","53,12","54,18"
2015,4,Neuquén,"58,29","-38,9516","-68,0591","54,60","55,69"
2016,1,Neuquén,"55,75","-38,9516","-68,0591","58,29","59,46"
2016,2,Neuquén,"59,10","-38,9516","-68,0591","55,75","56,87"
2016,3,Neuquén,"60,21","-38,9516","-68,0591","59,10","60,28"
2016,4,Neuquén,"60,87","-38,9516","-68,0591","60,21","61,42"
2017,1,Neuquén,"61,02","-38,9516","-68,0591","60,87","62,09"
2017,2,Neuquén,"61,91","-38,9516","-68,0591","61,02","62,24"
2017,3,Neuquén,"60,83","-38,9516","-68,0591","61,91","63,15"
2017,4,Neuquén,"61,24","-38,9516","-68,0591","60,83","62,05"
2018,1,Neuquén,"61,52","-38,9516","-68,0591","61,24","62,47"
2018,2,Neuquén,"60,24","-38,9516","-68,0591","61,52","62,75"
2018,3,Neuquén,"60,49","-38,9516","-68,0591","60,24","61,44"
2018,4,Neuquén,"59,07","-38,9516","-68,0591","60,49","61,70"
2019,1,Neuquén,"58,88","-38,9516","-68,0591","59,07","60,25"
2019,2,Neuquén,"63,08","-38,9516","-68,0591","58,88","60,06"
2019,3,Neuquén,"64,14","-38,9516","-68,0591","63,08","64,34"
2019,4,Neuquén,"59,36","-38,9516","-68,0591","64,14","65,42"
2020,1,Neuquén,"61,85","-38,9516","-68,0591","59,36","60,54"
2020,2,Neuquén,"63,90","-38,9516","-68,0591","61,85","63,08"
2020,3,Neuquén,"65,24","-38,9516","-68,0591","63,90","65,18"
2020,4,Neuquén,"67,00","-38,9516","-68,0591","65,24","66,55"
2021,1,Neuquén,"66,84","-38,9516","-68,0591","67,00","68,34"
2021,2,Neuquén,"69,14","-38,9516","-68,0591","66,84","68,18"
2021,3,Neuquén,"69,71","-38,9516","-68,0591","69,14","70,52"
2021,4,Neuquén,"73,30","-38,9516","-68,0591","69,71","71,10"
2022,1,Neuquén,"74,17","-38,9516","-68,0591","73,30","74,77"
2022,2,Neuquén,"80,02","-38,9516","-68,0591","74,17","75,66"
2022,3,Neuquén,"80,37","-38,9516","-68,0591","80,02","81,62"
2022,4,Neuquén,"78,67","-38,9516","-68,0591","80,37","81,98"
2023,1,Neuquén,"78,55","-38,9516","-68,0591","78,67","80,24"
2023,2,Neuquén,"78,97","-38,9516","-68,0591","78,55","80,12"
2023,3,Neuquén,"79,97","-38,9516","-68,0591","78,97","80,55"
2023,4,Neuquén,"79,91","-38,9516","-68,0591","79,97","81,57"
2024,1,Neuquén,"79,50","-38,9516","-68,0591","79,91","81,51"
2024,2,Neuquén,"78,93","-38,9516","-68,0591","79,50","81,09"
2014,1,Río Negro,"44,91","-40,8135","-67,9665","0,00","0,00"
2014,2,Río Negro,"45,33","-40,8135","-67,9665","44,91","45,81"
2014,3,Río Negro,"46,20","-40,8135","-67,9665","45,33","46,24"
2014,4,Río Negro,"45,48","-40,8135","-67,9665","46,20","47,12"
2015,1,Río Negro,"45,33","-40,8135","-67,9665","45,48","46,39"
2015,2,Río Negro,"45,98","-40,8135","-67,9665","45,33","46,23"
2015,3,Río Negro,"46,39","-40,8135","-67,9665","45,98","46,90"
2015,4,Río Negro,"46,44","-40,8135","-67,9665","46,39","47,32"
2016,1,Río Negro,"45,84","-40,8135","-67,9665","46,44","47,37"
2016,2,Río Negro,"46,24","-40,8135","-67,9665","45,84","46,75"
2016,3,Río Negro,"46,39","-40,8135","-67,9665","46,24","47,16"
2016,4,Río Negro,"46,39","-40,8135","-67,9665","46,39","47,32"
2017,1,Río Negro,"46,03","-40,8135","-67,9665","46,39","47,31"
2017,2,Río Negro,"46,02","-40,8135","-67,9665","46,03","46,95"
2017,3,Río Negro,"48,52","-40,8135","-67,9665","46,02","46,94"
2017,4,Río Negro,"49,38","-40,8135","-67,9665","48,52","49,49"
2018,1,Río Negro,"49,82","-40,8135","-67,9665","49,38","50,36"
2018,2,Río Negro,"50,15","-40,8135","-67,9665","49,82","50,81"
2018,3,Río Negro,"50,54","-40,8135","-67,9665","50,15","51,15"
2018,4,Río Negro,"51,86","-40,8135","-67,9665","50,54","51,55"
2019,1,Río Negro,"53,57","-40,8135","-67,9665","51,86","52,90"
2019,2,Río Negro,"61,09","-40,8135","-67,9665","53,57","54,64"
2019,3,Río Negro,"63,42","-40,8135","-67,9665","61,09","62,32"
2019,4,Río Negro,"55,71","-40,8135","-67,9665","63,42","64,69"
2020,1,Río Negro,"55,12","-40,8135","-67,9665","55,71","56,82"
2020,2,Río Negro,"56,37","-40,8135","-67,9665","55,12","56,22"
2020,3,Río Negro,"57,05","-40,8135","-67,9665","56,37","57,50"
2020,4,Río Negro,"61,09","-40,8135","-67,9665","57,05","58,19"
2021,1,Río Negro,"60,88","-40,8135","-67,9665","61,09","62,31"
2021,2,Río Negro,"61,94","-40,8135","-67,9665","60,88","62,10"
2021,3,Río Negro,"61,97","-40,8135","-67,9665","61,94","63,18"
2021,4,Río Negro,"65,69","-40,8135","-67,9665","61,97","63,21"
2022,1,Río Negro,"67,04","-40,8135","-67,9665","65,69","67,01"
2022,2,Río Negro,"67,85","-40,8135","-67,9665","67,04","68,38"
2022,3,Río Negro,"67,98","-40,8135","-67,9665","67,85","69,21"
2022,4,Río Negro,"68,42","-40,8135","-67,9665","67,98","69,34"
2023,1,Río Negro,"69,16","-40,8135","-67,9665","68,42","69,79"
2023,2,Río Negro,"68,56","-40,8135","-67,9665","69,16","70,54"
2023,3,Río Negro,"68,40","-40,8135","-67,9665","68,56","69,93"
2023,4,Río Negro,"70,26","-40,8135","-67,9665","68,40","69,77"
2024,1,Río Negro,"71,14","-40,8135","-67,9665","70,26","71,67"
