Año,Trimestre,Provincia,Accesos/100 hogares,Latitud,Longitud,Accesos hogares trimestre anterior,Accesos hogares meta
2024,2,Río Negro,"71,35","-40,8135","-67,9665","71,14","72,56"
2014,2,Salta,"28,91","-24,7821","-65,4232","0,00","0,00"
2014,3,Salta,"29,22","-24,7821","-65,4232","28,91","29,49"
2014,4,Salta,"29,53","-24,7821","-65,4232","29,22","29,81"
2015,1,Salta,"30,01","-24,7821","-65,4232","29,53","30,13"
2015,2,Salta,"30,46","-24,7821","-65,4232","30,01","30,61"
2015,3,Salta,"31,18","-24,7821","-65,4232","30,46","31,07"
2015,4,Salta,"31,59","-24,7821","-65,4232","31,18","31,80"
2016,1,Salta,"31,32","-24,7821","-65,4232","31,59","32,23"
2016,2,Salta,"32,08","-24,7821","-65,4232","31,32","31,94"
2016,3,Salta,"32,96","-24,7821","-65,4232","32,08","32,72"
2016,4,Salta,"32,69","-24,7821","-65,4232","32,96","33,61"
2017,1,Salta,"32,58","-24,7821","-65,4232","32,69","33,35"
2017,2,Salta,"32,74","-24,7821","-65,4232","32,58","33,23"
2017,3,Salta,"39,84","-24,7821","-65,4232","32,74","33,39"
2017,4,Salta,"39,80","-24,7821","-65,4232","39,84","40,64"
2018,1,Salta,"39,78","-24,7821","-65,4232","39,80","40,59"
2018,2,Salta,"39,94","-24,7821","-65,4232","39,78","40,57"
2018,3,Salta,"39,43","-24,7821","-65,4232","39,94","40,74"
2018,4,Salta,"39,80","-24,7821","-65,4232","39,43","40,22"
2019,1,Salta,"40,10","-24,7821","-65,4232","39,80","40,60"
2019,2,Salta,"41,89","-24,7821","-65,4232","40,10","40,90"
2019,3,Salta,"44,48","-24,7821","-65,4232","41,89","42,73"
2019,4,Salta,"50,35","-24,7821","-65,4232","44,48","45,37"
2020,1,Salta,"49,60","-24,7821","-65,4232","50,35","51,36"
2020,2,Salta,"51,58","-24,7821","-65,4232","49,60","50,59"
2020,3,Salta,"52,32","-24,7821","-65,4232","51,58","52,61"
2020,4,Salta,"54,04","-24,7821","-65,4232","52,32","53,36"
2021,1,Salta,"53,93","-24,7821","-65,4232","54,04","55,12"
2021,2,Salta,"54,93","-24,7821","-65,4232","53,93","55,01"
2021,3,Salta,"55,96","-24,7821","-65,4232","54,93","56,03"
2021,4,Salta,"56,81","-24,7821","-65,4232","55,96","57,08"
2022,1,Salta,"56,11","-24,7821","-65,4232","56,81","57,95"
2022,2,Salta,"57,54","-24,7821","-65,4232","56,11","57,23"
2022,3,Salta,"57,76","-24,7821","-65,4232","57,54","58,69"
2022,4,Salta,"57,96","-24,7821","-65,4232","57,76","58,92"
2023,1,Salta,"57,67","-24,7821","-65,4232","57,96","59,12"
2023,2,Salta,"57,48","-24,7821","-65,4232","57,67","58,82"
2023,3,Salta,"57,57","-24,7821","-65,4232","57,48","58,63"
2023,4,Salta,"56,98","-24,7821","-65,4232","57,57","58,72"
2024,1,Salta,"56,30","-24,7821","-65,4232","56,98","58,12"
2024,2,Salta,"55,72","-24,7821","-65,4232","56,30","57,43"
2014,2,San Juan,"27,78","-31,5275","-68,5386","0,00","0,00"
2014,3,San Juan,"27,85","-31,5275","-68,5386","27,78","28,34"
2014,4,San Juan,"28,04","-31,5275","-68,5386","27,85","28,41"
2015,1,San Juan,"27,55","-31,5275","-68,5386","28,04","28,60"
2015,2,San Juan,"27,64","-31,5275","-68,5386","27,55","28,10"
2015,3,San Juan,"27,67","-31,5275","-68,5386","27,64","28,20"
2015,4,San Juan,"27,66","-31,5275","-68,5386","27,67","28,22"
2016,1,San Juan,"27,33","-31,5275","-68,5386","27,66","28,22"
2016,2,San Juan,"27,34","-31,5275","-68,5386","27,33","27,88"
2016,3,San Juan,"27,32","-31,5275","-68,5386","27,34","27,89"
2016,4,San Juan,"27,29","-31,5275","-68,5386","27,32","27,86"
2017,1,San Juan,"27,04","-31,5275","-68,5386","27,29","27,84"
2017,2,San Juan,"26,96","-31,5275","-68,5386","27,04","27,58"
2017,3,San Juan,"32,37","-31,5275","-68,5386","26,96","27,50"
2017,4,San Juan,"30,30","-31,5275","-68,5386","32,37","33,01"
2018,1,San Juan,"32,61","-31,5275","-68,5386","30,30","30,91"
2018,2,San Juan,"32,95","-31,5275","-68,5386","32,61","33,26"
2018,3,San Juan,"33,05","-31,5275","-68,5386","32,95","33,61"
2018,4,San Juan,"31,90","-31,5275","-68,5386","33,05","33,71"
2019,1,San Juan,"31,83","-31,5275","-68,5386","31,90","32,53"
2019,2,San Juan,"35,60","-31,5275","-68,5386","31,83","32,47"
2019,3,San Juan,"37,06","-31,5275","-68,5386","35,60","36,31"
2019,4,San Juan,"32,85","-31,5275","-68,5386","37,06","37,80"
2020,1,San Juan,"32,39","-31,5275","-68,5386","32,85","33,51"
2020,2,San Juan,"35,09","-31,5275","-68,5386","32,39","33,04"
2020,3,San Juan,"38,79","-31,5275","-68,5386","35,09","35,80"
2020,4,San Juan,"36,32","-31,5275","-68,5386","38,79","39,57"
2021,1,San Juan,"39,06","-31,5275","-68,5386","36,32","37,05"
2021,2,San Juan,"39,28","-31,5275","-68,5386","39,06","39,84"
2021,3,San Juan,"39,46","-31,5275","-68,5386","39,28","40,07"
2021,4,San Juan,"39,59","-31,5275","-68,5386","39,46","40,24"
2022,1,San Juan,"43,55","-31,5275","-68,5386","39,59","40,38"
2022,2,San Juan,"49,46","-31,5275","-68,5386","43,55","44,42"
2022,3,San Juan,"50,80","-31,5275","-68,5386","49,46","50,45"
2022,4,San Juan,"50,88","-31,5275","-68,5386","50,80","51,82"
2023,1,San Juan,"49,75","-31,5275","-68,5386","50,88","51,90"
2023,2,San Juan,"47,52","-31,5275","-68,5386","49,75","50,74"
2023,3,San Juan,"50,45","-31,5275","-68,5386","47,52","48,47"
2023,4,San Juan,"50,08","-31,5275","-68,5386","50,45","51,46"
2024,1,San Juan,"51,62","-31,5275","-68,5386","50,08","51,08"
2024,2,San Juan,"51,17","-31,5275","-68,5386","51,62","52,65"
2014,2,San Luis,"9,72","-33,3018","-66,3378","0,00","0,00"
2014,3,San Luis,"9,71","-33,3018","-66,3378","9,72","9,91"
2014,4,San Luis,"9,79","-33,3018","-66,3378","9,71","9,91"
2015,1,San Luis,"9,72","-33,3018","-66,3378","9,79","9,98"
2015,2,San Luis,"9,71","-33,3018","-66,3378","9,72","9,91"
2015,3,San Luis,"9,71","-33,3018","-66,3378","9,71","9,90"
2015,4,San Luis,"9,71","-33,3018","-66,3378","9,71","9,90"
2016,1,San Luis,"9,59","-33,3018","-66,3378","9,71","9,90"
2016,2,San Luis,"9,60","-33,3018","-66,3378","9,59","9,78"
2016,3,San Luis,"9,63","-33,3018","-66,3378","9,60","9,80"
2016,4,San Luis,"9,64","-33,3018","-66,3378","9,63","9,82"
2017,1,San Luis,"9,55","-33,3018","-66,3378","9,64","9,83"
2017,2,San Luis,"9,51","-33,3018","-66,3378","9,55","9,74"
2017,3,San Luis,"15,48","-33,3018","-66,3378","9,51","9,70"
2017,4,San Luis,"10,59","-33,3018","-66,3378","15,48","15,79"
2018,1,San Luis,"15,15","-33,3018","-66,3378","10,59","10,80"
2018,2,San Luis,"15,15","-33,3018","-66,3378","15,15","15,45"
2018,3,San Luis,"52,35","-33,3018","-66,3378","15,15","15,45"
2018,4,San Luis,"67,55","-33,3018","-66,3378","52,35","53,40"
2019,1,San Luis,"67,34","-33,3018","-66,3378","67,55","68,90"
2019,2,San Luis,"81,79","-33,3018","-66,3378","67,34","68,68"
2019,3,San Luis,"85,23","-33,3018","-66,3378","81,79","83,43"
2019,4,San Luis,"74,92","-33,3018","-66,3378","85,23","86,93"
2020,1,San Luis,"76,31","-33,3018","-66,3378","74,92","76,42"
2020,2,San Luis,"78,41","-33,3018","-66,3378","76,31","77,83"
2020,3,San Luis,"79,96","-33,3018","-66,3378","78,41","79,98"
2020,4,San Luis,"81,68","-33,3018","-66,3378","79,96","81,56"
2021,1,San Luis,"81,24","-33,3018","-66,3378","81,68","83,31"
2021,2,San Luis,"83,48","-33,3018","-66,3378","81,24","82,86"
2021,3,San Luis,"79,87","-33,3018","-66,3378","83,48","85,15"
2021,4,San Luis,"80,30","-33,3018","-66,3378","79,87","81,47"
2022,1,San Luis,"80,72","-33,3018","-66,3378","80,30","81,90"
2022,2,San Luis,"81,76","-33,3018","-66,3378","80,72","82,34"
2022,3,San Luis,"81,74","-33,3018","-66,3378","81,76","83,40"
2022,4,San Luis,"90,27","-33,3018","-66,3378","81,74","83,37"
2023,1,San Luis,"90,17","-33,3018","-66,3378","90,27","92,08"
2023,2,San Luis,"93,41","-33,3018","-66,3378","90,17","91,97"
2023,3,San Luis,"98,55","-33,3018","-66,3378","93,41","95,28"
2023,4,San Luis,"102,07","-33,3018","-66,3378","98,55","100,52"
2024,1,San Luis,"102,70","-33,3018","-66,3378","102,07","104,11"
2024,2,San Luis,"103,40","-33,3018","-66,3378","102,70","104,75"
2014,2,Santa Cruz,"29,38","-48,7834","-69,9335","0,00","0,00"
2014,3,Santa Cruz,"28,23","-48,7834","-69,9335","29,38","29,96"
2014,4,Santa Cruz,"27,80","-48,7834","-69,9335","28,23","28,80"
2015,1,Santa Cruz,"27,99","-48,7834","-69,9335","27,80","28,36"
2015,2,Santa Cruz,"27,07","-48,7834","-69,9335","27,99","28,55"
2015,3,Santa Cruz,"27,61","-48,7834","-69,9335","27,07","27,61"
2015,4,Santa Cruz,"27,74","-48,7834","-69,9335","27,61","28,16"
2016,1,Santa Cruz,"26,87","-48,7834","-69,9335","27,74","28,30"
2016,2,Santa Cruz,"26,73","-48,7834","-69,9335","26,87","27,40"
2016,3,Santa Cruz,"26,84","-48,7834","-69,9335","26,73","27,26"
2016,4,Santa Cruz,"27,05","-48,7834","-69,9335","26,84","27,37"
2017,1,Santa Cruz,"26,52","-48,7834","-69,9335","27,05","27,59"
2017,2,Santa Cruz,"26,25","-48,7834","-69,9335","26,52","27,06"
2017,3,Santa Cruz,"33,29","-48,7834","-69,9335","26,25","26,77"
2017,4,Santa Cruz,"28,91","-48,7834","-69,9335","33,29","33,96"
2018,1,Santa Cruz,"33,55","-48,7834","-69,9335","28,91","29,49"
2018,2,Santa Cruz,"33,33","-48,7834","-69,9335","33,55","34,22"
2018,3,Santa Cruz,"32,73","-48,7834","-69,9335","33,33","34,00"
2018,4,Santa Cruz,"23,69","-48,7834","-69,9335","32,73","33,38"
2019,1,Santa Cruz,"23,67","-48,7834","-69,9335","23,69","24,16"
2019,2,Santa Cruz,"28,85","-48,7834","-69,9335","23,67","24,14"
2019,3,Santa Cruz,"35,63","-48,7834","-69,9335","28,85","29,42"
2019,4,Santa Cruz,"36,71","-48,7834","-69,9335","35,63","36,34"
2020,1,Santa Cruz,"35,97","-48,7834","-69,9335","36,71","37,45"
2020,2,Santa Cruz,"35,79","-48,7834","-69,9335","35,97","36,69"
2020,3,Santa Cruz,"35,95","-48,7834","-69,9335","35,79","36,51"
2020,4,Santa Cruz,"37,00","-48,7834","-69,9335","35,95","36,67"
2021,1,Santa Cruz,"41,65","-48,7834","-69,9335","37,00","37,74"
2021,2,Santa Cruz,"44,01","-48,7834","-69,9335","41,65","42,48"
2021,3,Santa Cruz,"43,75","-48,7834","-69,9335","44,01","44,90"
2021,4,Santa Cruz,"43,05","-48,7834","-69,9335","43,75","44,62"
2022,1,Santa Cruz,"43,34","-48,7834","-69,9335","43,05","43,91"
2022,2,Santa Cruz,"43,15","-48,7834","-69,9335","43,34","44,21"
2022,3,Santa Cruz,"43,19","-48,7834","-69,9335","43,15","44,01"
2022,4,Santa Cruz,"43,53","-48,7834","-69,9335","43,19","44,05"
2023,1,Santa Cruz,"43,42","-48,7834","-69,9335","43,53","44,40"
2023,2,Santa Cruz,"41,66","-48,7834","-69,9335","43,42","44,29"
2023,3,Santa Cruz,"40,89","-48,7834","-69,9335","41,66","42,49"
2023,4,Santa Cruz,"73,75","-48,7834","-69,9335","40,89","41,71"
2024,1,Santa Cruz,"67,58","-48,7834","-69,9335","73,75","75,22"
2024,2,Santa Cruz,"69,92","-48,7834","-69,9335","67,58","68,93"
2014,2,Santa Fe,"48,39","-31,6333","-60,7000","0,00","0,00"
2014,3,Santa Fe,"49,20","-31,6333","-60,7000","48,39","49,36"
2014,4,Santa Fe,"50,00","-31,6333","-60,7000","49,20","50,18"
2015,1,Santa Fe,"50,24","-31,6333","-60,7000","50,00","51,00"
2015,2,Santa Fe,"51,18","-31,6333","-60,7000","50,24","51,25"
2015,3,Santa Fe,"52,15","-31,6333","-60,7000","51,18","52,20"
2015,4,Santa Fe,"52,61","-31,6333","-60,7000","52,15","53,19"
2016,1,Santa Fe,"51,28","-31,6333","-60,7000","52,61","53,66"
2016,2,Santa Fe,"52,44","-31,6333","-60,7000","51,28","52,30"
2016,3,Santa Fe,"52,67","-31,6333","-60,7000","52,44","53,49"
2016,4,Santa Fe,"52,19","-31,6333","-60,7000","52,67","53,73"
2017,1,Santa Fe,"51,97","-31,6333","-60,7000","52,19","53,23"
2017,2,Santa Fe,"52,27","-31,6333","-60,7000","51,97","53,01"
2017,3,Santa Fe,"60,91","-31,6333","-60,7000","52,27","53,32"
2017,4,Santa Fe,"61,71","-31,6333","-60,7000","60,91","62,12"
2018,1,Santa Fe,"62,28","-31,6333","-60,7000","61,71","62,95"
2018,2,Santa Fe,"62,57","-31,6333","-60,7000","62,28","63,53"
2018,3,Santa Fe,"63,41","-31,6333","-60,7000","62,57","63,82"
2018,4,Santa Fe,"65,59","-31,6333","-60,7000","63,41","64,68"
2019,1,Santa Fe,"66,97","-31,6333","-60,7000","65,59","66,90"
2019,2,Santa Fe,"67,42","-31,6333","-60,7000","66,97","68,31"
2019,3,Santa Fe,"68,87","-31,6333","-60,7000","67,42","68,77"
2019,4,Santa Fe,"69,48","-31,6333","-60,7000","68,87","70,25"
2020,1,Santa Fe,"69,52","-31,6333","-60,7000","69,48","70,87"
2020,2,Santa Fe,"70,00","-31,6333","-60,7000","69,52","70,91"
2020,3,Santa Fe,"72,12","-31,6333","-60,7000","70,00","71,40"
2020,4,Santa Fe,"73,58","-31,6333","-60,7000","72,12","73,56"
2021,1,Santa Fe,"73,92","-31,6333","-60,7000","73,58","75,05"
2021,2,Santa Fe,"75,07","-31,6333","-60,7000","73,92","75,39"
2021,3,Santa Fe,"75,02","-31,6333","-60,7000","75,07","76,57"
2021,4,Santa Fe,"77,09","-31,6333","-60,7000","75,02","76,52"
2022,1,Santa Fe,"77,30","-31,6333","-60,7000","77,09","78,63"
2022,2,Santa Fe,"77,90","-31,6333","-60,7000","77,30","78,85"
2022,3,Santa Fe,"78,55","-31,6333","-60,7000","77,90","79,46"
2022,4,Santa Fe,"78,40","-31,6333","-60,7000","78,55","80,12"
2023,1,Santa Fe,"78,13","-31,6333","-60,7000","78,40","79,97"
2023,2,Santa Fe,"78,83","-31,6333","-60,7000","78,13","79,69"
2023,3,Santa Fe,"79,09","-31,6333","-60,7000","78,83","80,41"
2023,4,Santa Fe,"79,75","-31,6333","-60,7000","79,09","80,67"
2024,1,Santa Fe,"80,40","-31,6333","-60,7000","79,75","81,34"
2024,2,Santa Fe,"81,34","-31,6333","-60,7000","80,40","82,01"
2014,2,Santiago Del Estero,"16,70","-27,7834","-64,2642","0,00","0,00"
2014,3,Santiago Del Estero,"16,49","-27,7834","-64,2642","16,70","17,03"
2014,4,Santiago Del Estero,"17,27","-27,7834","-64,2642","16,49","16,82"
2015,1,Santiago Del Estero,"17,06","-27,7834","-64,2642","17,27","17,61"
2015,2,Santiago Del Estero,"17,11","-27,7834","-64,2642","17,06","17,40"
2015,3,Santiago Del Estero,"17,12","-27,7834","-64,2642","17,11","17,45"
2015,4,Santiago Del Estero,"17,00","-27,7834","-64,2642","17,12","17,46"
2016,1,Santiago Del Estero,"16,21","-27,7834","-64,2642","17,00","17,35"
2016,2,Santiago Del Estero,"15,89","-27,7834","-64,2642","16,21","16,53"
2016,3,Santiago Del Estero,"15,33","-27,7834","-64,2642","15,89","16,21"
2016,4,Santiago Del Estero,"15,07","-27,7834","-64,2642","15,33","15,64"
2017,1,Santiago Del Estero,"14,70","-27,7834","-64,2642","15,07","15,37"
2017,2,Santiago Del Estero,"14,12","-27,7834","-64,2642","14,70","15,00"
2017,3,Santiago Del Estero,"35,12","-27,7834","-64,2642","14,12","14,40"
2017,4,Santiago Del Estero,"29,13","-27,7834","-64,2642","35,12","35,82"
2018,1,Santiago Del Estero,"34,99","-27,7834","-64,2642","29,13","29,71"
2018,2,Santiago Del Estero,"35,26","-27,7834","-64,2642","34,99","35,69"
2018,3,Santiago Del Estero,"36,25","-27,7834","-64,2642","35,26","35,96"
2018,4,Santiago Del Estero,"37,40","-27,7834","-64,2642","36,25","36,97"
2019,1,Santiago Del Estero,"37,52","-27,7834","-64,2642","37,40","38,15"
2019,2,Santiago Del Estero,"52,79","-27,7834","-64,2642","37,52","38,27"
2019,3,Santiago Del Estero,"55,30","-27,7834","-64,2642","52,79","53,85"
2019,4,Santiago Del Estero,"42,92","-27,7834","-64,2642","55,30","56,41"
2020,1,Santiago Del Estero,"42,47","-27,7834","-64,2642","42,92","43,78"
2020,2,Santiago Del Estero,"43,47","-27,7834","-64,2642","42,47","43,32"
2020,3,Santiago Del Estero,"43,38","-27,7834","-64,2642","43,47","44,34"
2020,4,Santiago Del Estero,"43,75","-27,7834","-64,2642","43,38","44,24"
2021,1,Santiago Del Estero,"45,67","-27,7834","-64,2642","43,75","44,62"
2021,2,Santiago Del Estero,"46,56","-27,7834","-64,2642","45,67","46,59"
2021,3,Santiago Del Estero,"47,00","-27,7834","-64,2642","46,56","47,49"
2021,4,Santiago Del Estero,"47,05","-27,7834","-64,2642","47,00","47,94"
2022,1,Santiago Del Estero,"47,17","-27,7834","-64,2642","47,05","47,99"
2022,2,Santiago Del Estero,"47,70","-27,7834","-64,2642","47,17","48,12"
2022,3,Santiago Del Estero,"47,98","-27,7834","-64,2642","47,70","48,65"
2022,4,Santiago Del Estero,"48,05","-27,7834","-64,2642","47,98","48,94"
2023,1,Santiago Del Estero,"47,55","-27,7834","-64,2642","48,05","49,01"
2023,2,Santiago Del Estero,"47,14","-27,7834","-64,2642","47,55","48,50"
2023,3,Santiago Del Estero,"48,67","-27,7834","-64,2642","47,14","48,08"
2023,4,Santiago Del Estero,"49,08","-27,7834","-64,2642","48,67","49,64"
2024,1,Santiago Del Estero,"49,41","-27,7834","-64,2642","49,08","50,06"
2024,2,Santiago Del Estero,"49,67","-27,7834","-64,2642","49,41","50,40"
2014,2,Tierra Del Fuego,"64,36","-54,8019","-68,3029","0,00","0,00"
2014,3,Tierra Del Fuego,"65,69","-54,8019","-68,3029","64,36","65,64"
2014,4,Tierra Del Fuego,"66,14","-54,8019","-68,3029","65,69","67,00"
2015,1,Tierra Del Fuego,"74,23","-54,8019","-68,3029","66,14","67,46"
2015,2,Tierra Del Fuego,"74,51","-54,8019","-68,3029","74,23","75,72"
2015,3,Tierra Del Fuego,"74,86","-54,8019","-68,3029","74,51","76,00"
2015,4,Tierra Del Fuego,"66,46","-54,8019","-68,3029","74,86","76,36"
2016,1,Tierra Del Fuego,"65,83","-54,8019","-68,3029","66,46","67,79"
2016,2,Tierra Del Fuego,"67,72","-54,8019","-68,3029","65,83","67,15"
2016,3,Tierra Del Fuego,"68,94","-54,8019","-68,3029","67,72","69,07"
2016,4,Tierra Del Fuego,"70,31","-54,8019","-68,3029","68,94","70,32"
2017,1,Tierra Del Fuego,"68,92","-54,8019","-68,3029","70,31","71,71"
2017,2,Tierra Del Fuego,"68,46","-54,8019","-68,3029","68,92","70,30"
2017,3,Tierra Del Fuego,"65,74","-54,8019","-68,3029","68,46","69,83"
2017,4,Tierra Del Fuego,"59,89","-54,8019","-68,3029","65,74","67,06"
2018,1,Tierra Del Fuego,"65,20","-54,8019","-68,3029","59,89","61,09"
2018,2,Tierra Del Fuego,"91,61","-54,8019","-68,3029","65,20","66,50"
2018,3,Tierra Del Fuego,"92,77","-54,8019","-68,3029","91,61","93,44"
2018,4,Tierra Del Fuego,"93,59","-54,8019","-68,3029","92,77","94,63"
2019,1,Tierra Del Fuego,"93,38","-54,8019","-68,3029","93,59","95,46"
2019,2,Tierra Del Fuego,"94,80","-54,8019","-68,3029","93,38","95,24"
2019,3,Tierra Del Fuego,"96,46","-54,8019","-68,3029","94,80","96,69"
2019,4,Tierra Del Fuego,"79,70","-54,8019","-68,3029","96,46","98,39"
2020,1,Tierra Del Fuego,"76,07","-54,8019","-68,3029","79,70","81,29"
2020,2,Tierra Del Fuego,"76,37","-54,8019","-68,3029","76,07","77,59"
2020,3,Tierra Del Fuego,"76,81","-54,8019","-68,3029","76,37","77,90"
2020,4,Tierra Del Fuego,"76,27","-54,8019","-68,3029","76,81","78,35"
2021,1,Tierra Del Fuego,"77,35","-54,8019","-68,3029","76,27","77,79"
2021,2,Tierra Del Fuego,"67,89","-54,8019","-68,3029","77,35","78,90"
2021,3,Tierra Del Fuego,"94,95","-54,8019","-68,3029","67,89","69,24"
2021,4,Tierra Del Fuego,"98,40","-54,8019","-68,3029","94,95","96,85"
2022,1,Tierra Del Fuego,"98,29","-54,8019","-68,3029","98,40","100,37"
2022,2,Tierra Del Fuego,"99,86","-54,8019","-68,3029","98,29","100,26"
2022,3,Tierra Del Fuego,"99,51","-54,8019","-68,3029","99,86","101,86"
2022,4,Tierra Del Fuego,"101,44","-54,8019","-68,3029","99,51","101,50"
2023,1,Tierra Del Fuego,"104,23","-54,8019","-68,3029","101,44","103,47"
2023,2,Tierra Del Fuego,"106,38","-54,8019","-68,3029","104,23","106,31"
2023,3,Tierra Del Fuego,"105,95","-54,8019","-68,3029","106,38","108,51"
2023,4,Tierra Del Fuego,"110,49","-54,8019","-68,3029","105,95","108,07"
2024,1,Tierra Del Fuego,"109,78","-54,8019","-68,3029","110,49","112,70"
2024,2,Tierra Del Fuego,"108,89","-54,8019","-68,3029","109,78","111,98"
2014,2,Tucumán,"33,94","-26,8241","-65,2226","0,00","0,00"
2014,3,Tucumán,"33,94","-26,8241","-65,2226","33,94","34,62"
2014,4,Tucumán,"35,32","-26,8241","-65,2226","33,94","34,62"
2015,1,Tucumán,"35,08","-26,8241","-65,2226","35,32","36,03"
2015,2,Tucumán,"35,69","-26,8241","-65,2226","35,08","35,78"
2015,3,Tucumán,"36,61","-26,8241","-65,2226","35,69","36,40"
2015,4,Tucumán,"37,06","-26,8241","-65,2226","36,61","37,34"
2016,1,Tucumán,"36,72","-26,8241","-65,2226","37,06","37,80"
2016,2,Tucumán,"37,24","-26,8241","-65,2226","36,72","37,46"
2016,3,Tucumán,"37,90","-26,8241","-65,2226","37,24","37,98"
2016,4,Tucumán,"37,98","-26,8241","-65,2226","37,90","38,66"
2017,1,Tucumán,"37,90","-26,8241","-65,2226","37,98","38,74"
2017,2,Tucumán,"38,19","-26,8241","-65,2226","37,90","38,66"
2017,3,Tucumán,"39,70","-26,8241","-65,2226","38,19","38,95"
2017,4,Tucumán,"39,90","-26,8241","-65,2226","39,70","40,49"
2018,1,Tucumán,"41,18","-26,8241","-65,2226","39,90","40,69"
2018,2,Tucumán,"41,51","-26,8241","-65,2226","41,18","42,00"
2018,3,Tucumán,"41,68","-26,8241","-65,2226","41,51","42,34"
2018,4,Tucumán,"41,76","-26,8241","-65,2226","41,68","42,51"
2019,1,Tucumán,"41,63","-26,8241","-65,2226","41,76","42,59"
2019,2,Tucumán,"40,14","-26,8241","-65,2226","41,63","42,46"
2019,3,Tucumán,"39,49","-26,8241","-65,2226","40,14","40,94"
2019,4,Tucumán,"47,65","-26,8241","-65,2226","39,49","40,28"
2020,1,Tucumán,"47,85","-26,8241","-65,2226","47,65","48,60"
2020,2,Tucumán,"51,78","-26,8241","-65,2226","47,85","48,80"
2020,3,Tucumán,"53,23","-26,8241","-65,2226","51,78","52,82"
2020,4,Tucumán,"54,78","-26,8241","-65,2226","53,23","54,29"
2021,1,Tucumán,"54,82","-26,8241","-65,2226","54,78","55,88"
2021,2,Tucumán,"54,93","-26,8241","-65,2226","54,82","55,92"
2021,3,Tucumán,"54,64","-26,8241","-65,2226","54,93","56,03"
2021,4,Tucumán,"55,93","-26,8241","-65,2226","54,64","55,73"
2022,1,Tucumán,"57,39","-26,8241","-65,2226","55,93","57,04"
2022,2,Tucumán,"59,31","-26,8241","-65,2226","57,39","58,54"
2022,3,Tucumán,"61,14","-26,8241","-65,2226","59,31","60,50"
2022,4,Tucumán,"61,04","-26,8241","-65,2226","61,14","62,36"
2023,1,Tucumán,"60,34","-26,8241","-65,2226","61,04","62,26"
2023,2,Tucumán,"60,75","-26,8241","-65,2226","60,34","61,55"
2023,3,Tucumán,"61,26","-26,8241","-65,2226","60,75","61,97"
2023,4,Tucumán,"61,04","-26,8241","-65,2226","61,26","62,49"
2024,1,Tucumán,"60,48","-26,8241","-65,2226","61,04","62,26"
2024,2,Tucumán,"60,84","-26,8241","-65,2226","60,48","61,69"
