Año,Trimestre,Provincia,Accesos/100 hab,Latitud,Longitud,Accesos poblacion trimestre anterior,Accesos poblacion meta
2022,3,Entre Ríos,"19,04","-32,0718","-60,5238","19,10","19,49"
2022,4,Entre Ríos,"19,14","-32,0718","-60,5238","19,04","19,42"
2023,1,Entre Ríos,"19,37","-32,0718","-60,5238","19,14","19,52"
2023,2,Entre Ríos,"19,26","-32,0718","-60,5238","19,37","19,76"
2023,3,Entre Ríos,"20,58","-32,0718","-60,5238","19,26","19,65"
2023,4,Entre Ríos,"20,91","-32,0718","-60,5238","20,58","20,99"
2024,1,Entre Ríos,"20,72","-32,0718","-60,5238","20,91","21,33"
2024,2,Entre Ríos,"20,52","-32,0718","-60,5238","20,72","21,13"
2014,1,Formosa,"4,44","-26,1728","-58,1825","0,00","0,00"
2014,2,Formosa,"4,46","-26,1728","-58,1825","4,44","4,53"
2014,3,Formosa,"4,51","-26,1728","-58,1825","4,46","4,55"
2014,4,Formosa,"4,55","-26,1728","-58,1825","4,51","4,60"
2015,1,Formosa,"4,62","-26,1728","-58,1825","4,55","4,64"
2015,2,Formosa,"4,67","-26,1728","-58,1825","4,62","4,72"
2015,3,Formosa,"4,78","-26,1728","-58,1825","4,67","4,77"
2015,4,Formosa,"4,83","-26,1728","-58,1825","4,78","4,88"
2016,1,Formosa,"4,86","-26,1728","-58,1825","4,83","4,93"
2016,2,Formosa,"4,93","-26,1728","-58,1825","4,86","4,96"
2016,3,Formosa,"4,73","-26,1728","-58,1825","4,93","5,03"
2016,4,Formosa,"5,03","-26,1728","-58,1825","4,73","4,83"
2017,1,Formosa,"5,05","-26,1728","-58,1825","5,03","5,13"
2017,2,Formosa,"5,08","-26,1728","-58,1825","5,05","5,15"
2017,3,Formosa,"5,43","-26,1728","-58,1825","5,08","5,18"
2017,4,Formosa,"5,41","-26,1728","-58,1825","5,43","5,54"
2018,1,Formosa,"5,45","-26,1728","-58,1825","5,41","5,52"
2018,2,Formosa,"7,49","-26,1728","-58,1825","5,45","5,56"
2018,3,Formosa,"7,53","-26,1728","-58,1825","7,49","7,64"
2018,4,Formosa,"7,57","-26,1728","-58,1825","7,53","7,68"
2019,1,Formosa,"7,55","-26,1728","-58,1825","7,57","7,72"
2019,2,Formosa,"7,74","-26,1728","-58,1825","7,55","7,70"
2019,3,Formosa,"7,66","-26,1728","-58,1825","7,74","7,90"
2019,4,Formosa,"7,76","-26,1728","-58,1825","7,66","7,82"
2020,1,Formosa,"7,69","-26,1728","-58,1825","7,76","7,91"
2020,2,Formosa,"7,93","-26,1728","-58,1825","7,69","7,85"
2020,3,Formosa,"8,12","-26,1728","-58,1825","7,93","8,08"
2020,4,Formosa,"8,27","-26,1728","-58,1825","8,12","8,28"
2021,1,Formosa,"8,33","-26,1728","-58,1825","8,27","8,43"
2021,2,Formosa,"8,46","-26,1728","-58,1825","8,33","8,50"
2021,3,Formosa,"8,64","-26,1728","-58,1825","8,46","8,63"
2021,4,Formosa,"8,77","-26,1728","-58,1825","8,64","8,82"
2022,1,Formosa,"8,90","-26,1728","-58,1825","8,77","8,94"
2022,2,Formosa,"11,05","-26,1728","-58,1825","8,90","9,07"
2022,3,Formosa,"11,14","-26,1728","-58,1825","11,05","11,27"
2022,4,Formosa,"10,03","-26,1728","-58,1825","11,14","11,36"
2023,1,Formosa,"9,87","-26,1728","-58,1825","10,03","10,23"
2023,2,Formosa,"9,75","-26,1728","-58,1825","9,87","10,07"
2023,3,Formosa,"9,89","-26,1728","-58,1825","9,75","9,95"
2023,4,Formosa,"9,98","-26,1728","-58,1825","9,89","10,09"
2024,1,Formosa,"10,08","-26,1728","-58,1825","9,98","10,18"
2024,2,Formosa,"10,10","-26,1728","-58,1825","10,08","10,28"
2014,1,Jujuy,"4,72","-24,1945","-65,2971","0,00","0,00"
2014,2,Jujuy,"4,78","-24,1945","-65,2971","4,72","4,82"
2014,3,Jujuy,"4,68","-24,1945","-65,2971","4,78","4,88"
2014,4,Jujuy,"4,98","-24,1945","-65,2971","4,68","4,78"
2015,1,Jujuy,"5,05","-24,1945","-65,2971","4,98","5,08"
2015,2,Jujuy,"5,19","-24,1945","-65,2971","5,05","5,15"
2015,3,Jujuy,"5,42","-24,1945","-65,2971","5,19","5,29"
2015,4,Jujuy,"5,46","-24,1945","-65,2971","5,42","5,53"
2016,1,Jujuy,"5,49","-24,1945","-65,2971","5,46","5,57"
2016,2,Jujuy,"5,60","-24,1945","-65,2971","5,49","5,60"
2016,3,Jujuy,"5,76","-24,1945","-65,2971","5,60","5,71"
2016,4,Jujuy,"5,76","-24,1945","-65,2971","5,76","5,88"
2017,1,Jujuy,"5,82","-24,1945","-65,2971","5,76","5,87"
2017,2,Jujuy,"5,73","-24,1945","-65,2971","5,82","5,94"
2017,3,Jujuy,"5,79","-24,1945","-65,2971","5,73","5,84"
2017,4,Jujuy,"5,82","-24,1945","-65,2971","5,79","5,91"
2018,1,Jujuy,"5,91","-24,1945","-65,2971","5,82","5,93"
2018,2,Jujuy,"5,99","-24,1945","-65,2971","5,91","6,03"
2018,3,Jujuy,"5,95","-24,1945","-65,2971","5,99","6,11"
2018,4,Jujuy,"11,90","-24,1945","-65,2971","5,95","6,07"
2019,1,Jujuy,"11,87","-24,1945","-65,2971","11,90","12,14"
2019,2,Jujuy,"11,38","-24,1945","-65,2971","11,87","12,11"
2019,3,Jujuy,"11,33","-24,1945","-65,2971","11,38","11,61"
2019,4,Jujuy,"11,60","-24,1945","-65,2971","11,33","11,56"
2020,1,Jujuy,"11,93","-24,1945","-65,2971","11,60","11,84"
2020,2,Jujuy,"12,25","-24,1945","-65,2971","11,93","12,17"
2020,3,Jujuy,"13,82","-24,1945","-65,2971","12,25","12,49"
2020,4,Jujuy,"13,67","-24,1945","-65,2971","13,82","14,10"
2021,1,Jujuy,"14,23","-24,1945","-65,2971","13,67","13,94"
2021,2,Jujuy,"14,37","-24,1945","-65,2971","14,23","14,51"
2021,3,Jujuy,"14,24","-24,1945","-65,2971","14,37","14,65"
2021,4,Jujuy,"14,56","-24,1945","-65,2971","14,24","14,53"
2022,1,Jujuy,"14,85","-24,1945","-65,2971","14,56","14,85"
2022,2,Jujuy,"14,66","-24,1945","-65,2971","14,85","15,14"
2022,3,Jujuy,"15,06","-24,1945","-65,2971","14,66","14,95"
2022,4,Jujuy,"14,95","-24,1945","-65,2971","15,06","15,36"
2023,1,Jujuy,"14,88","-24,1945","-65,2971","14,95","15,25"
2023,2,Jujuy,"14,78","-24,1945","-65,2971","14,88","15,18"
2023,3,Jujuy,"14,73","-24,1945","-65,2971","14,78","15,08"
2023,4,Jujuy,"14,77","-24,1945","-65,2971","14,73","15,02"
2024,1,Jujuy,"14,74","-24,1945","-65,2971","14,77","15,07"
2024,2,Jujuy,"14,91","-24,1945","-65,2971","14,74","15,03"
2014,1,La Pampa,"15,99","-37,7429","-64,2856","0,00","0,00"
2014,2,La Pampa,"16,38","-37,7429","-64,2856","15,99","16,31"
2014,3,La Pampa,"18,34","-37,7429","-64,2856","16,38","16,71"
2014,4,La Pampa,"16,82","-37,7429","-64,2856","18,34","18,70"
2015,1,La Pampa,"18,33","-37,7429","-64,2856","16,82","17,15"
2015,2,La Pampa,"18,69","-37,7429","-64,2856","18,33","18,70"
2015,3,La Pampa,"19,06","-37,7429","-64,2856","18,69","19,06"
2015,4,La Pampa,"19,27","-37,7429","-64,2856","19,06","19,44"
2016,1,La Pampa,"19,10","-37,7429","-64,2856","19,27","19,66"
2016,2,La Pampa,"19,91","-37,7429","-64,2856","19,10","19,48"
2016,3,La Pampa,"20,29","-37,7429","-64,2856","19,91","20,31"
2016,4,La Pampa,"20,67","-37,7429","-64,2856","20,29","20,70"
2017,1,La Pampa,"20,65","-37,7429","-64,2856","20,67","21,08"
2017,2,La Pampa,"20,92","-37,7429","-64,2856","20,65","21,06"
2017,3,La Pampa,"22,78","-37,7429","-64,2856","20,92","21,34"
2017,4,La Pampa,"23,41","-37,7429","-64,2856","22,78","23,24"
2018,1,La Pampa,"23,64","-37,7429","-64,2856","23,41","23,88"
2018,2,La Pampa,"23,41","-37,7429","-64,2856","23,64","24,11"
2018,3,La Pampa,"23,64","-37,7429","-64,2856","23,41","23,88"
2018,4,La Pampa,"24,22","-37,7429","-64,2856","23,64","24,11"
2019,1,La Pampa,"25,16","-37,7429","-64,2856","24,22","24,70"
2019,2,La Pampa,"25,40","-37,7429","-64,2856","25,16","25,66"
2019,3,La Pampa,"25,52","-37,7429","-64,2856","25,40","25,91"
2019,4,La Pampa,"25,34","-37,7429","-64,2856","25,52","26,03"
2020,1,La Pampa,"24,96","-37,7429","-64,2856","25,34","25,85"
2020,2,La Pampa,"25,07","-37,7429","-64,2856","24,96","25,46"
2020,3,La Pampa,"26,12","-37,7429","-64,2856","25,07","25,58"
2020,4,La Pampa,"26,94","-37,7429","-64,2856","26,12","26,64"
2021,1,La Pampa,"26,94","-37,7429","-64,2856","26,94","27,48"
2021,2,La Pampa,"27,04","-37,7429","-64,2856","26,94","27,48"
2021,3,La Pampa,"27,77","-37,7429","-64,2856","27,04","27,58"
2021,4,La Pampa,"29,51","-37,7429","-64,2856","27,77","28,32"
2022,1,La Pampa,"30,20","-37,7429","-64,2856","29,51","30,10"
2022,2,La Pampa,"30,63","-37,7429","-64,2856","30,20","30,80"
2022,3,La Pampa,"31,82","-37,7429","-64,2856","30,63","31,25"
2022,4,La Pampa,"31,23","-37,7429","-64,2856","31,82","32,46"
2023,1,La Pampa,"31,81","-37,7429","-64,2856","31,23","31,85"
2023,2,La Pampa,"32,40","-37,7429","-64,2856","31,81","32,45"
2023,3,La Pampa,"32,62","-37,7429","-64,2856","32,40","33,05"
2023,4,La Pampa,"32,93","-37,7429","-64,2856","32,62","33,27"
2024,1,La Pampa,"33,11","-37,7429","-64,2856","32,93","33,59"
2024,2,La Pampa,"33,33","-37,7429","-64,2856","33,11","33,77"
2014,1,La Rioja,"4,35","-29,4135","-66,8565","0,00","0,00"
2014,2,La Rioja,"4,39","-29,4135","-66,8565","4,35","4,44"
2014,3,La Rioja,"4,38","-29,4135","-66,8565","4,39","4,48"
2014,4,La Rioja,"4,50","-29,4135","-66,8565","4,38","4,47"
2015,1,La Rioja,"4,46","-29,4135","-66,8565","4,50","4,59"
2015,2,La Rioja,"4,49","-29,4135","-66,8565","4,46","4,55"
2015,3,La Rioja,"4,55","-29,4135","-66,8565","4,49","4,58"
2015,4,La Rioja,"4,58","-29,4135","-66,8565","4,55","4,64"
2016,1,La Rioja,"4,50","-29,4135","-66,8565","4,58","4,67"
2016,2,La Rioja,"4,49","-29,4135","-66,8565","4,50","4,59"
2016,3,La Rioja,"4,53","-29,4135","-66,8565","4,49","4,58"
2016,4,La Rioja,"4,35","-29,4135","-66,8565","4,53","4,62"
2017,1,La Rioja,"4,31","-29,4135","-66,8565","4,35","4,44"
2017,2,La Rioja,"4,31","-29,4135","-66,8565","4,31","4,40"
2017,3,La Rioja,"13,70","-29,4135","-66,8565","4,31","4,40"
2017,4,La Rioja,"13,73","-29,4135","-66,8565","13,70","13,97"
2018,1,La Rioja,"13,69","-29,4135","-66,8565","13,73","14,00"
2018,2,La Rioja,"13,57","-29,4135","-66,8565","13,69","13,97"
2018,3,La Rioja,"13,51","-29,4135","-66,8565","13,57","13,84"
2018,4,La Rioja,"13,40","-29,4135","-66,8565","13,51","13,78"
2019,1,La Rioja,"13,36","-29,4135","-66,8565","13,40","13,67"
2019,2,La Rioja,"12,97","-29,4135","-66,8565","13,36","13,63"
2019,3,La Rioja,"12,76","-29,4135","-66,8565","12,97","13,22"
2019,4,La Rioja,"12,55","-29,4135","-66,8565","12,76","13,02"
2020,1,La Rioja,"12,34","-29,4135","-66,8565","12,55","12,80"
2020,2,La Rioja,"13,27","-29,4135","-66,8565","12,34","12,58"
2020,3,La Rioja,"13,34","-29,4135","-66,8565","13,27","13,53"
2020,4,La Rioja,"13,34","-29,4135","-66,8565","13,34","13,61"
2021,1,La Rioja,"13,26","-29,4135","-66,8565","13,34","13,61"
2021,2,La Rioja,"20,49","-29,4135","-66,8565","13,26","13,52"
2021,3,La Rioja,"20,57","-29,4135","-66,8565","20,49","20,90"
2021,4,La Rioja,"20,74","-29,4135","-66,8565","20,57","20,98"
2022,1,La Rioja,"20,97","-29,4135","-66,8565","20,74","21,16"
2022,2,La Rioja,"21,33","-29,4135","-66,8565","20,97","21,39"
2022,3,La Rioja,"21,47","-29,4135","-66,8565","21,33","21,76"
2022,4,La Rioja,"21,26","-29,4135","-66,8565","21,47","21,90"
2023,1,La Rioja,"21,23","-29,4135","-66,8565","21,26","21,69"
2023,2,La Rioja,"21,30","-29,4135","-66,8565","21,23","21,65"
2023,3,La Rioja,"21,41","-29,4135","-66,8565","21,30","21,73"
2023,4,La Rioja,"21,35","-29,4135","-66,8565","21,41","21,84"
2024,1,La Rioja,"21,30","-29,4135","-66,8565","21,35","21,78"
2024,2,La Rioja,"21,17","-29,4135","-66,8565","21,30","21,73"
2014,1,Mendoza,"8,93","-34,5890","-68,3480","0,00","0,00"
2014,2,Mendoza,"8,96","-34,5890","-68,3480","8,93","9,11"
2014,3,Mendoza,"8,99","-34,5890","-68,3480","8,96","9,14"
2014,4,Mendoza,"9,06","-34,5890","-68,3480","8,99","9,17"
2015,1,Mendoza,"9,06","-34,5890","-68,3480","9,06","9,24"
2015,2,Mendoza,"9,07","-34,5890","-68,3480","9,06","9,24"
2015,3,Mendoza,"9,04","-34,5890","-68,3480","9,07","9,25"
2015,4,Mendoza,"9,02","-34,5890","-68,3480","9,04","9,22"
2016,1,Mendoza,"8,99","-34,5890","-68,3480","9,02","9,20"
2016,2,Mendoza,"8,97","-34,5890","-68,3480","8,99","9,17"
2016,3,Mendoza,"8,93","-34,5890","-68,3480","8,97","9,15"
2016,4,Mendoza,"8,91","-34,5890","-68,3480","8,93","9,11"
2017,1,Mendoza,"8,89","-34,5890","-68,3480","8,91","9,09"
2017,2,Mendoza,"8,86","-34,5890","-68,3480","8,89","9,06"
2017,3,Mendoza,"9,96","-34,5890","-68,3480","8,86","9,04"
2017,4,Mendoza,"9,30","-34,5890","-68,3480","9,96","10,16"
2018,1,Mendoza,"10,35","-34,5890","-68,3480","9,30","9,49"
2018,2,Mendoza,"10,32","-34,5890","-68,3480","10,35","10,55"
2018,3,Mendoza,"10,60","-34,5890","-68,3480","10,32","10,52"
2018,4,Mendoza,"10,54","-34,5890","-68,3480","10,60","10,81"
2019,1,Mendoza,"10,51","-34,5890","-68,3480","10,54","10,75"
2019,2,Mendoza,"11,37","-34,5890","-68,3480","10,51","10,72"
2019,3,Mendoza,"11,37","-34,5890","-68,3480","11,37","11,60"
2019,4,Mendoza,"9,39","-34,5890","-68,3480","11,37","11,60"
2020,1,Mendoza,"9,25","-34,5890","-68,3480","9,39","9,58"
2020,2,Mendoza,"10,12","-34,5890","-68,3480","9,25","9,43"
2020,3,Mendoza,"10,42","-34,5890","-68,3480","10,12","10,32"
2020,4,Mendoza,"10,78","-34,5890","-68,3480","10,42","10,63"
2021,1,Mendoza,"10,93","-34,5890","-68,3480","10,78","11,00"
2021,2,Mendoza,"11,43","-34,5890","-68,3480","10,93","11,14"
2021,3,Mendoza,"12,71","-34,5890","-68,3480","11,43","11,66"
2021,4,Mendoza,"13,26","-34,5890","-68,3480","12,71","12,96"
2022,1,Mendoza,"13,60","-34,5890","-68,3480","13,26","13,52"
2022,2,Mendoza,"13,78","-34,5890","-68,3480","13,60","13,87"
2022,3,Mendoza,"14,24","-34,5890","-68,3480","13,78","14,06"
2022,4,Mendoza,"14,33","-34,5890","-68,3480","14,24","14,52"
2023,1,Mendoza,"14,34","-34,5890","-68,3480","14,33","14,62"
2023,2,Mendoza,"14,54","-34,5890","-68,3480","14,34","14,63"
2023,3,Mendoza,"14,52","-34,5890","-68,3480","14,54","14,83"
2023,4,Mendoza,"14,55","-34,5890","-68,3480","14,52","14,81"
2024,1,Mendoza,"14,67","-34,5890","-68,3480","14,55","14,84"
2024,2,Mendoza,"14,60","-34,5890","-68,3480","14,67","14,96"
2014,1,Misiones,"6,32","-27,3644","-55,9000","0,00","0,00"
2014,2,Misiones,"6,37","-27,3644","-55,9000","6,32","6,45"
2014,3,Misiones,"6,40","-27,3644","-55,9000","6,37","6,49"
2014,4,Misiones,"6,54","-27,3644","-55,9000","6,40","6,53"
2015,1,Misiones,"7,19","-27,3644","-55,9000","6,54","6,67"
2015,2,Misiones,"7,45","-27,3644","-55,9000","7,19","7,33"
2015,3,Misiones,"7,69","-27,3644","-55,9000","7,45","7,60"
2015,4,Misiones,"7,77","-27,3644","-55,9000","7,69","7,84"
2016,1,Misiones,"7,75","-27,3644","-55,9000","7,77","7,92"
2016,2,Misiones,"7,96","-27,3644","-55,9000","7,75","7,91"
2016,3,Misiones,"8,12","-27,3644","-55,9000","7,96","8,12"
2016,4,Misiones,"8,05","-27,3644","-55,9000","8,12","8,28"
2017,1,Misiones,"8,04","-27,3644","-55,9000","8,05","8,21"
2017,2,Misiones,"8,20","-27,3644","-55,9000","8,04","8,20"
2017,3,Misiones,"8,23","-27,3644","-55,9000","8,20","8,36"
2017,4,Misiones,"8,48","-27,3644","-55,9000","8,23","8,39"
2018,1,Misiones,"8,43","-27,3644","-55,9000","8,48","8,65"
2018,2,Misiones,"8,62","-27,3644","-55,9000","8,43","8,60"
2018,3,Misiones,"8,74","-27,3644","-55,9000","8,62","8,79"
2018,4,Misiones,"9,38","-27,3644","-55,9000","8,74","8,92"
2019,1,Misiones,"9,88","-27,3644","-55,9000","9,38","9,57"
2019,2,Misiones,"10,66","-27,3644","-55,9000","9,88","10,07"
2019,3,Misiones,"10,71","-27,3644","-55,9000","10,66","10,88"
2019,4,Misiones,"10,84","-27,3644","-55,9000","10,71","10,93"
2020,1,Misiones,"10,63","-27,3644","-55,9000","10,84","11,05"
2020,2,Misiones,"11,14","-27,3644","-55,9000","10,63","10,84"
2020,3,Misiones,"11,33","-27,3644","-55,9000","11,14","11,36"
2020,4,Misiones,"11,61","-27,3644","-55,9000","11,33","11,56"
2021,1,Misiones,"11,76","-27,3644","-55,9000","11,61","11,85"
2021,2,Misiones,"12,26","-27,3644","-55,9000","11,76","11,99"
2021,3,Misiones,"12,41","-27,3644","-55,9000","12,26","12,51"
2021,4,Misiones,"13,36","-27,3644","-55,9000","12,41","12,66"
2022,1,Misiones,"13,36","-27,3644","-55,9000","13,36","13,63"
2022,2,Misiones,"13,89","-27,3644","-55,9000","13,36","13,62"
2022,3,Misiones,"14,11","-27,3644","-55,9000","13,89","14,17"
2022,4,Misiones,"14,39","-27,3644","-55,9000","14,11","14,39"
2023,1,Misiones,"14,70","-27,3644","-55,9000","14,39","14,68"
2023,2,Misiones,"15,03","-27,3644","-55,9000","14,70","14,99"
2023,3,Misiones,"15,12","-27,3644","-55,9000","15,03","15,33"
2023,4,Misiones,"15,33","-27,3644","-55,9000","15,12","15,42"
2024,1,Misiones,"15,46","-27,3644","-55,9000","15,33","15,64"
2024,2,Misiones,"15,72","-27,3644","-55,9000","15,46","15,77"
2014,1,Neuquén,"14,88","-38,9516","-68,0591","0,00","0,00"
2014,2,Neuquén,"15,14","-38,9516","-68,0591","14,88","15,18"
2014,3,Neuquén,"16,73","-38,9516","-68,0591","15,14","15,44"
2014,4,Neuquén,"15,53","-38,9516","-68,0591","16,73","17,06"
2015,1,Neuquén,"15,53","-38,9516","-68,0591","15,53","15,84"
2015,2,Neuquén,"15,81","-38,9516","-68,0591","15,53","15,84"
2015,3,Neuquén,"16,20","-38,9516","-68,0591","15,81","16,13"
2015,4,Neuquén,"17,23","-38,9516","-68,0591","16,20","16,52"
2016,1,Neuquén,"16,66","-38,9516","-68,0591","17,23","17,57"
2016,2,Neuquén,"17,59","-38,9516","-68,0591","16,66","16,99"
2016,3,Neuquén,"17,86","-38,9516","-68,0591","17,59","17,95"
2016,4,Neuquén,"17,99","-38,9516","-68,0591","17,86","18,22"
2017,1,Neuquén,"18,17","-38,9516","-68,0591","17,99","18,35"
2017,2,Neuquén,"18,43","-38,9516","-68,0591","18,17","18,53"
2017,3,Neuquén,"18,11","-38,9516","-68,0591","18,43","18,80"
2017,4,Neuquén,"18,23","-38,9516","-68,0591","18,11","18,47"
2018,1,Neuquén,"18,31","-38,9516","-68,0591","18,23","18,60"
2018,2,Neuquén,"17,93","-38,9516","-68,0591","18,31","18,68"
2018,3,Neuquén,"18,01","-38,9516","-68,0591","17,93","18,29"
2018,4,Neuquén,"17,58","-38,9516","-68,0591","18,01","18,37"
2019,1,Neuquén,"17,53","-38,9516","-68,0591","17,58","17,94"
2019,2,Neuquén,"18,78","-38,9516","-68,0591","17,53","17,88"
2019,3,Neuquén,"19,09","-38,9516","-68,0591","18,78","19,15"
2019,4,Neuquén,"17,67","-38,9516","-68,0591","19,09","19,47"
2020,1,Neuquén,"18,41","-38,9516","-68,0591","17,67","18,02"
2020,2,Neuquén,"19,02","-38,9516","-68,0591","18,41","18,78"
2020,3,Neuquén,"19,42","-38,9516","-68,0591","19,02","19,40"
2020,4,Neuquén,"19,94","-38,9516","-68,0591","19,42","19,81"
2021,1,Neuquén,"19,90","-38,9516","-68,0591","19,94","20,34"
2021,2,Neuquén,"20,58","-38,9516","-68,0591","19,90","20,29"
2021,3,Neuquén,"20,75","-38,9516","-68,0591","20,58","20,99"
2021,4,Neuquén,"21,82","-38,9516","-68,0591","20,75","21,16"
2022,1,Neuquén,"22,08","-38,9516","-68,0591","21,82","22,25"
2022,2,Neuquén,"23,82","-38,9516","-68,0591","22,08","22,52"
2022,3,Neuquén,"23,92","-38,9516","-68,0591","23,82","24,29"
2022,4,Neuquén,"23,41","-38,9516","-68,0591","23,92","24,40"
2023,1,Neuquén,"23,38","-38,9516","-68,0591","23,41","23,88"
2023,2,Neuquén,"23,50","-38,9516","-68,0591","23,38","23,85"
2023,3,Neuquén,"23,80","-38,9516","-68,0591","23,50","23,97"
2023,4,Neuquén,"23,78","-38,9516","-68,0591","23,80","24,28"
2024,1,Neuquén,"23,66","-38,9516","-68,0591","23,78","24,26"
2024,2,Neuquén,"23,49","-38,9516","-68,0591","23,66","24,13"
2014,1,Río Negro,"13,87","-40,8135","-67,9665","0,00","0,00"
2014,2,Río Negro,"13,95","-40,8135","-67,9665","13,87","14,15"
2014,3,Río Negro,"14,16","-40,8135","-67,9665","13,95","14,23"
2014,4,Río Negro,"13,89","-40,8135","-67,9665","14,16","14,44"
2015,1,Río Negro,"13,99","-40,8135","-67,9665","13,89","14,17"
2015,2,Río Negro,"14,14","-40,8135","-67,9665","13,99","14,27"
2015,3,Río Negro,"14,22","-40,8135","-67,9665","14,14","14,43"
2015,4,Río Negro,"14,19","-40,8135","-67,9665","14,22","14,50"
2016,1,Río Negro,"14,15","-40,8135","-67,9665","14,19","14,47"
2016,2,Río Negro,"14,22","-40,8135","-67,9665","14,15","14,43"
2016,3,Río Negro,"14,22","-40,8135","-67,9665","14,22","14,51"
2016,4,Río Negro,"14,17","-40,8135","-67,9665","14,22","14,50"
2017,1,Río Negro,"14,16","-40,8135","-67,9665","14,17","14,45"
2017,2,Río Negro,"14,16","-40,8135","-67,9665","14,16","14,44"
2017,3,Río Negro,"14,92","-40,8135","-67,9665","14,16","14,44"
2017,4,Río Negro,"15,19","-40,8135","-67,9665","14,92","15,22"
2018,1,Río Negro,"15,32","-40,8135","-67,9665","15,19","15,49"
2018,2,Río Negro,"15,43","-40,8135","-67,9665","15,32","15,63"
2018,3,Río Negro,"15,55","-40,8135","-67,9665","15,43","15,73"
2018,4,Río Negro,"15,95","-40,8135","-67,9665","15,55","15,86"
2019,1,Río Negro,"16,48","-40,8135","-67,9665","15,95","16,27"
2019,2,Río Negro,"18,79","-40,8135","-67,9665","16,48","16,81"
2019,3,Río Negro,"19,51","-40,8135","-67,9665","18,79","19,17"
2019,4,Río Negro,"17,13","-40,8135","-67,9665","19,51","19,90"
2020,1,Río Negro,"16,95","-40,8135","-67,9665","17,13","17,48"
2020,2,Río Negro,"17,34","-40,8135","-67,9665","16,95","17,29"
2020,3,Río Negro,"17,55","-40,8135","-67,9665","17,34","17,69"
2020,4,Río Negro,"18,79","-40,8135","-67,9665","17,55","17,90"
2021,1,Río Negro,"18,72","-40,8135","-67,9665","18,79","19,17"
2021,2,Río Negro,"19,05","-40,8135","-67,9665","18,72","19,10"
2021,3,Río Negro,"19,06","-40,8135","-67,9665","19,05","19,43"
2021,4,Río Negro,"20,21","-40,8135","-67,9665","19,06","19,44"
2022,1,Río Negro,"20,62","-40,8135","-67,9665","20,21","20,61"
2022,2,Río Negro,"20,87","-40,8135","-67,9665","20,62","21,03"
2022,3,Río Negro,"20,91","-40,8135","-67,9665","20,87","21,28"
2022,4,Río Negro,"21,04","-40,8135","-67,9665","20,91","21,33"
2023,1,Río Negro,"21,27","-40,8135","-67,9665","21,04","21,46"
2023,2,Río Negro,"21,09","-40,8135","-67,9665","21,27","21,70"
2023,3,Río Negro,"21,04","-40,8135","-67,9665","21,09","21,51"
2023,4,Río Negro,"21,61","-40,8135","-67,9665","21,04","21,46"
