Año,Trimestre,Provincia,Accesos/100 hab,Latitud,Longitud,Accesos poblacion trimestre anterior,Accesos poblacion meta
2024,1,Río Negro,"21,88","-40,8135","-67,9665","21,61","22,04"
2024,2,Río Negro,"21,95","-40,8135","-67,9665","21,88","22,32"
2014,2,Salta,"7,00","-24,7821","-65,4232","0,00","0,00"
2014,3,Salta,"7,05","-24,7821","-65,4232","7,00","7,14"
2014,4,Salta,"7,10","-24,7821","-65,4232","7,05","7,19"
2015,1,Salta,"7,29","-24,7821","-65,4232","7,10","7,25"
2015,2,Salta,"7,38","-24,7821","-65,4232","7,29","7,44"
2015,3,Salta,"7,53","-24,7821","-65,4232","7,38","7,53"
2015,4,Salta,"7,60","-24,7821","-65,4232","7,53","7,68"
2016,1,Salta,"7,61","-24,7821","-65,4232","7,60","7,75"
2016,2,Salta,"7,77","-24,7821","-65,4232","7,61","7,76"
2016,3,Salta,"7,96","-24,7821","-65,4232","7,77","7,93"
2016,4,Salta,"7,87","-24,7821","-65,4232","7,96","8,11"
2017,1,Salta,"7,89","-24,7821","-65,4232","7,87","8,02"
2017,2,Salta,"7,93","-24,7821","-65,4232","7,89","8,05"
2017,3,Salta,"9,65","-24,7821","-65,4232","7,93","8,09"
2017,4,Salta,"9,64","-24,7821","-65,4232","9,65","9,84"
2018,1,Salta,"9,63","-24,7821","-65,4232","9,64","9,83"
2018,2,Salta,"9,67","-24,7821","-65,4232","9,63","9,83"
2018,3,Salta,"9,55","-24,7821","-65,4232","9,67","9,87"
2018,4,Salta,"9,64","-24,7821","-65,4232","9,55","9,74"
2019,1,Salta,"9,71","-24,7821","-65,4232","9,64","9,83"
2019,2,Salta,"10,15","-24,7821","-65,4232","9,71","9,91"
2019,3,Salta,"10,77","-24,7821","-65,4232","10,15","10,35"
2019,4,Salta,"12,20","-24,7821","-65,4232","10,77","10,99"
2020,1,Salta,"12,01","-24,7821","-65,4232","12,20","12,44"
2020,2,Salta,"12,49","-24,7821","-65,4232","12,01","12,25"
2020,3,Salta,"12,67","-24,7821","-65,4232","12,49","12,74"
2020,4,Salta,"13,09","-24,7821","-65,4232","12,67","12,92"
2021,1,Salta,"13,06","-24,7821","-65,4232","13,09","13,35"
2021,2,Salta,"13,30","-24,7821","-65,4232","13,06","13,32"
2021,3,Salta,"13,55","-24,7821","-65,4232","13,30","13,57"
2021,4,Salta,"13,76","-24,7821","-65,4232","13,55","13,82"
2022,1,Salta,"13,59","-24,7821","-65,4232","13,76","14,03"
2022,2,Salta,"13,94","-24,7821","-65,4232","13,59","13,86"
2022,3,Salta,"13,99","-24,7821","-65,4232","13,94","14,21"
2022,4,Salta,"14,04","-24,7821","-65,4232","13,99","14,27"
2023,1,Salta,"13,97","-24,7821","-65,4232","14,04","14,32"
2023,2,Salta,"13,92","-24,7821","-65,4232","13,97","14,25"
2023,3,Salta,"13,94","-24,7821","-65,4232","13,92","14,20"
2023,4,Salta,"13,80","-24,7821","-65,4232","13,94","14,22"
2024,1,Salta,"13,63","-24,7821","-65,4232","13,80","14,08"
2024,2,Salta,"13,49","-24,7821","-65,4232","13,63","13,90"
2014,2,San Juan,"7,08","-31,5275","-68,5386","0,00","0,00"
2014,3,San Juan,"7,08","-31,5275","-68,5386","7,08","7,22"
2014,4,San Juan,"7,10","-31,5275","-68,5386","7,08","7,22"
2015,1,San Juan,"7,04","-31,5275","-68,5386","7,10","7,24"
2015,2,San Juan,"7,04","-31,5275","-68,5386","7,04","7,18"
2015,3,San Juan,"7,03","-31,5275","-68,5386","7,04","7,18"
2015,4,San Juan,"7,01","-31,5275","-68,5386","7,03","7,17"
2016,1,San Juan,"6,98","-31,5275","-68,5386","7,01","7,15"
2016,2,San Juan,"6,96","-31,5275","-68,5386","6,98","7,12"
2016,3,San Juan,"6,94","-31,5275","-68,5386","6,96","7,10"
2016,4,San Juan,"6,91","-31,5275","-68,5386","6,94","7,08"
2017,1,San Juan,"6,89","-31,5275","-68,5386","6,91","7,05"
2017,2,San Juan,"6,87","-31,5275","-68,5386","6,89","7,03"
2017,3,San Juan,"8,25","-31,5275","-68,5386","6,87","7,01"
2017,4,San Juan,"7,72","-31,5275","-68,5386","8,25","8,41"
2018,1,San Juan,"8,31","-31,5275","-68,5386","7,72","7,87"
2018,2,San Juan,"8,39","-31,5275","-68,5386","8,31","8,47"
2018,3,San Juan,"8,42","-31,5275","-68,5386","8,39","8,56"
2018,4,San Juan,"8,13","-31,5275","-68,5386","8,42","8,59"
2019,1,San Juan,"8,11","-31,5275","-68,5386","8,13","8,29"
2019,2,San Juan,"9,07","-31,5275","-68,5386","8,11","8,27"
2019,3,San Juan,"9,44","-31,5275","-68,5386","9,07","9,25"
2019,4,San Juan,"8,37","-31,5275","-68,5386","9,44","9,63"
2020,1,San Juan,"8,25","-31,5275","-68,5386","8,37","8,54"
2020,2,San Juan,"8,94","-31,5275","-68,5386","8,25","8,42"
2020,3,San Juan,"9,88","-31,5275","-68,5386","8,94","9,12"
2020,4,San Juan,"9,25","-31,5275","-68,5386","9,88","10,08"
2021,1,San Juan,"9,95","-31,5275","-68,5386","9,25","9,44"
2021,2,San Juan,"10,01","-31,5275","-68,5386","9,95","10,15"
2021,3,San Juan,"10,05","-31,5275","-68,5386","10,01","10,21"
2021,4,San Juan,"10,08","-31,5275","-68,5386","10,05","10,25"
2022,1,San Juan,"11,09","-31,5275","-68,5386","10,08","10,29"
2022,2,San Juan,"12,60","-31,5275","-68,5386","11,09","11,31"
2022,3,San Juan,"12,94","-31,5275","-68,5386","12,60","12,85"
2022,4,San Juan,"12,96","-31,5275","-68,5386","12,94","13,20"
2023,1,San Juan,"12,67","-31,5275","-68,5386","12,96","13,22"
2023,2,San Juan,"12,10","-31,5275","-68,5386","12,67","12,92"
2023,3,San Juan,"12,85","-31,5275","-68,5386","12,10","12,34"
2023,4,San Juan,"12,75","-31,5275","-68,5386","12,85","13,11"
2024,1,San Juan,"13,15","-31,5275","-68,5386","12,75","13,01"
2024,2,San Juan,"13,03","-31,5275","-68,5386","13,15","13,41"
2014,2,San Luis,"2,78","-33,3018","-66,3378","0,00","0,00"
2014,3,San Luis,"2,77","-33,3018","-66,3378","2,78","2,84"
2014,4,San Luis,"2,78","-33,3018","-66,3378","2,77","2,83"
2015,1,San Luis,"2,79","-33,3018","-66,3378","2,78","2,84"
2015,2,San Luis,"2,78","-33,3018","-66,3378","2,79","2,85"
2015,3,San Luis,"2,77","-33,3018","-66,3378","2,78","2,83"
2015,4,San Luis,"2,76","-33,3018","-66,3378","2,77","2,82"
2016,1,San Luis,"2,75","-33,3018","-66,3378","2,76","2,81"
2016,2,San Luis,"2,75","-33,3018","-66,3378","2,75","2,81"
2016,3,San Luis,"2,75","-33,3018","-66,3378","2,75","2,80"
2016,4,San Luis,"2,74","-33,3018","-66,3378","2,75","2,80"
2017,1,San Luis,"2,73","-33,3018","-66,3378","2,74","2,80"
2017,2,San Luis,"2,72","-33,3018","-66,3378","2,73","2,79"
2017,3,San Luis,"4,43","-33,3018","-66,3378","2,72","2,78"
2017,4,San Luis,"3,03","-33,3018","-66,3378","4,43","4,52"
2018,1,San Luis,"4,34","-33,3018","-66,3378","3,03","3,09"
2018,2,San Luis,"4,34","-33,3018","-66,3378","4,34","4,42"
2018,3,San Luis,"14,98","-33,3018","-66,3378","4,34","4,42"
2018,4,San Luis,"19,33","-33,3018","-66,3378","14,98","15,28"
2019,1,San Luis,"19,27","-33,3018","-66,3378","19,33","19,72"
2019,2,San Luis,"23,41","-33,3018","-66,3378","19,27","19,66"
2019,3,San Luis,"24,39","-33,3018","-66,3378","23,41","23,88"
2019,4,San Luis,"21,44","-33,3018","-66,3378","24,39","24,88"
2020,1,San Luis,"21,84","-33,3018","-66,3378","21,44","21,87"
2020,2,San Luis,"22,44","-33,3018","-66,3378","21,84","22,28"
2020,3,San Luis,"22,88","-33,3018","-66,3378","22,44","22,89"
2020,4,San Luis,"23,38","-33,3018","-66,3378","22,88","23,34"
2021,1,San Luis,"23,25","-33,3018","-66,3378","23,38","23,84"
2021,2,San Luis,"23,89","-33,3018","-66,3378","23,25","23,71"
2021,3,San Luis,"22,86","-33,3018","-66,3378","23,89","24,37"
2021,4,San Luis,"22,98","-33,3018","-66,3378","22,86","23,31"
2022,1,San Luis,"23,10","-33,3018","-66,3378","22,98","23,44"
2022,2,San Luis,"23,40","-33,3018","-66,3378","23,10","23,56"
2022,3,San Luis,"23,39","-33,3018","-66,3378","23,40","23,86"
2022,4,San Luis,"25,83","-33,3018","-66,3378","23,39","23,86"
2023,1,San Luis,"25,80","-33,3018","-66,3378","25,83","26,35"
2023,2,San Luis,"26,73","-33,3018","-66,3378","25,80","26,32"
2023,3,San Luis,"28,20","-33,3018","-66,3378","26,73","27,26"
2023,4,San Luis,"29,21","-33,3018","-66,3378","28,20","28,76"
2024,1,San Luis,"29,39","-33,3018","-66,3378","29,21","29,79"
2024,2,San Luis,"29,59","-33,3018","-66,3378","29,39","29,98"
2014,2,Santa Cruz,"8,74","-48,7834","-69,9335","0,00","0,00"
2014,3,Santa Cruz,"8,34","-48,7834","-69,9335","8,74","8,92"
2014,4,Santa Cruz,"8,16","-48,7834","-69,9335","8,34","8,51"
2015,1,Santa Cruz,"8,39","-48,7834","-69,9335","8,16","8,32"
2015,2,Santa Cruz,"8,06","-48,7834","-69,9335","8,39","8,56"
2015,3,Santa Cruz,"8,16","-48,7834","-69,9335","8,06","8,22"
2015,4,Santa Cruz,"8,14","-48,7834","-69,9335","8,16","8,32"
2016,1,Santa Cruz,"8,05","-48,7834","-69,9335","8,14","8,31"
2016,2,Santa Cruz,"7,96","-48,7834","-69,9335","8,05","8,21"
2016,3,Santa Cruz,"7,93","-48,7834","-69,9335","7,96","8,11"
2016,4,Santa Cruz,"7,94","-48,7834","-69,9335","7,93","8,09"
2017,1,Santa Cruz,"7,89","-48,7834","-69,9335","7,94","8,10"
2017,2,Santa Cruz,"7,81","-48,7834","-69,9335","7,89","8,05"
2017,3,Santa Cruz,"9,91","-48,7834","-69,9335","7,81","7,97"
2017,4,Santa Cruz,"8,60","-48,7834","-69,9335","9,91","10,11"
2018,1,Santa Cruz,"9,98","-48,7834","-69,9335","8,60","8,78"
2018,2,Santa Cruz,"9,92","-48,7834","-69,9335","9,98","10,18"
2018,3,Santa Cruz,"9,74","-48,7834","-69,9335","9,92","10,12"
2018,4,Santa Cruz,"7,05","-48,7834","-69,9335","9,74","9,93"
2019,1,Santa Cruz,"7,04","-48,7834","-69,9335","7,05","7,19"
2019,2,Santa Cruz,"8,58","-48,7834","-69,9335","7,04","7,18"
2019,3,Santa Cruz,"10,60","-48,7834","-69,9335","8,58","8,76"
2019,4,Santa Cruz,"10,92","-48,7834","-69,9335","10,60","10,81"
2020,1,Santa Cruz,"10,70","-48,7834","-69,9335","10,92","11,14"
2020,2,Santa Cruz,"10,65","-48,7834","-69,9335","10,70","10,92"
2020,3,Santa Cruz,"10,70","-48,7834","-69,9335","10,65","10,86"
2020,4,Santa Cruz,"11,01","-48,7834","-69,9335","10,70","10,91"
2021,1,Santa Cruz,"12,39","-48,7834","-69,9335","11,01","11,23"
2021,2,Santa Cruz,"13,10","-48,7834","-69,9335","12,39","12,64"
2021,3,Santa Cruz,"13,02","-48,7834","-69,9335","13,10","13,36"
2021,4,Santa Cruz,"12,81","-48,7834","-69,9335","13,02","13,28"
2022,1,Santa Cruz,"12,89","-48,7834","-69,9335","12,81","13,06"
2022,2,Santa Cruz,"12,84","-48,7834","-69,9335","12,89","13,15"
2022,3,Santa Cruz,"12,85","-48,7834","-69,9335","12,84","13,10"
2022,4,Santa Cruz,"12,95","-48,7834","-69,9335","12,85","13,11"
2023,1,Santa Cruz,"12,92","-48,7834","-69,9335","12,95","13,21"
2023,2,Santa Cruz,"12,39","-48,7834","-69,9335","12,92","13,18"
2023,3,Santa Cruz,"12,17","-48,7834","-69,9335","12,39","12,64"
2023,4,Santa Cruz,"21,94","-48,7834","-69,9335","12,17","12,41"
2024,1,Santa Cruz,"20,10","-48,7834","-69,9335","21,94","22,38"
2024,2,Santa Cruz,"20,80","-48,7834","-69,9335","20,10","20,50"
2014,2,Santa Fe,"15,22","-31,6333","-60,7000","0,00","0,00"
2014,3,Santa Fe,"15,44","-31,6333","-60,7000","15,22","15,52"
2014,4,Santa Fe,"15,66","-31,6333","-60,7000","15,44","15,75"
2015,1,Santa Fe,"15,83","-31,6333","-60,7000","15,66","15,97"
2015,2,Santa Fe,"16,09","-31,6333","-60,7000","15,83","16,15"
2015,3,Santa Fe,"16,36","-31,6333","-60,7000","16,09","16,41"
2015,4,Santa Fe,"16,47","-31,6333","-60,7000","16,36","16,69"
2016,1,Santa Fe,"16,16","-31,6333","-60,7000","16,47","16,80"
2016,2,Santa Fe,"16,49","-31,6333","-60,7000","16,16","16,48"
2016,3,Santa Fe,"16,53","-31,6333","-60,7000","16,49","16,82"
2016,4,Santa Fe,"16,35","-31,6333","-60,7000","16,53","16,86"
2017,1,Santa Fe,"16,34","-31,6333","-60,7000","16,35","16,67"
2017,2,Santa Fe,"16,44","-31,6333","-60,7000","16,34","16,67"
2017,3,Santa Fe,"19,15","-31,6333","-60,7000","16,44","16,77"
2017,4,Santa Fe,"19,41","-31,6333","-60,7000","19,15","19,54"
2018,1,Santa Fe,"19,58","-31,6333","-60,7000","19,41","19,79"
2018,2,Santa Fe,"19,68","-31,6333","-60,7000","19,58","19,98"
2018,3,Santa Fe,"19,94","-31,6333","-60,7000","19,68","20,07"
2018,4,Santa Fe,"20,62","-31,6333","-60,7000","19,94","20,34"
2019,1,Santa Fe,"21,06","-31,6333","-60,7000","20,62","21,04"
2019,2,Santa Fe,"21,20","-31,6333","-60,7000","21,06","21,48"
2019,3,Santa Fe,"21,66","-31,6333","-60,7000","21,20","21,63"
2019,4,Santa Fe,"21,85","-31,6333","-60,7000","21,66","22,09"
2020,1,Santa Fe,"21,86","-31,6333","-60,7000","21,85","22,29"
2020,2,Santa Fe,"22,01","-31,6333","-60,7000","21,86","22,30"
2020,3,Santa Fe,"22,68","-31,6333","-60,7000","22,01","22,45"
2020,4,Santa Fe,"23,14","-31,6333","-60,7000","22,68","23,13"
2021,1,Santa Fe,"23,24","-31,6333","-60,7000","23,14","23,60"
2021,2,Santa Fe,"23,60","-31,6333","-60,7000","23,24","23,71"
2021,3,Santa Fe,"23,59","-31,6333","-60,7000","23,60","24,08"
2021,4,Santa Fe,"24,24","-31,6333","-60,7000","23,59","24,06"
2022,1,Santa Fe,"24,31","-31,6333","-60,7000","24,24","24,72"
2022,2,Santa Fe,"24,50","-31,6333","-60,7000","24,31","24,79"
2022,3,Santa Fe,"24,70","-31,6333","-60,7000","24,50","24,99"
2022,4,Santa Fe,"24,65","-31,6333","-60,7000","24,70","25,19"
2023,1,Santa Fe,"24,57","-31,6333","-60,7000","24,65","25,14"
2023,2,Santa Fe,"24,79","-31,6333","-60,7000","24,57","25,06"
2023,3,Santa Fe,"24,87","-31,6333","-60,7000","24,79","25,29"
2023,4,Santa Fe,"25,08","-31,6333","-60,7000","24,87","25,37"
2024,1,Santa Fe,"25,28","-31,6333","-60,7000","25,08","25,58"
2024,2,Santa Fe,"25,58","-31,6333","-60,7000","25,28","25,79"
2014,2,Santiago Del Estero,"4,14","-27,7834","-64,2642","0,00","0,00"
2014,3,Santiago Del Estero,"4,08","-27,7834","-64,2642","4,14","4,23"
2014,4,Santiago Del Estero,"4,26","-27,7834","-64,2642","4,08","4,16"
2015,1,Santiago Del Estero,"4,24","-27,7834","-64,2642","4,26","4,35"
2015,2,Santiago Del Estero,"4,25","-27,7834","-64,2642","4,24","4,33"
2015,3,Santiago Del Estero,"4,24","-27,7834","-64,2642","4,25","4,33"
2015,4,Santiago Del Estero,"4,20","-27,7834","-64,2642","4,24","4,32"
2016,1,Santiago Del Estero,"4,03","-27,7834","-64,2642","4,20","4,28"
2016,2,Santiago Del Estero,"3,94","-27,7834","-64,2642","4,03","4,11"
2016,3,Santiago Del Estero,"3,79","-27,7834","-64,2642","3,94","4,02"
2016,4,Santiago Del Estero,"3,72","-27,7834","-64,2642","3,79","3,87"
2017,1,Santiago Del Estero,"3,65","-27,7834","-64,2642","3,72","3,79"
2017,2,Santiago Del Estero,"3,50","-27,7834","-64,2642","3,65","3,72"
2017,3,Santiago Del Estero,"8,72","-27,7834","-64,2642","3,50","3,57"
2017,4,Santiago Del Estero,"7,23","-27,7834","-64,2642","8,72","8,89"
2018,1,Santiago Del Estero,"8,68","-27,7834","-64,2642","7,23","7,37"
2018,2,Santiago Del Estero,"8,75","-27,7834","-64,2642","8,68","8,86"
2018,3,Santiago Del Estero,"9,00","-27,7834","-64,2642","8,75","8,93"
2018,4,Santiago Del Estero,"9,28","-27,7834","-64,2642","9,00","9,18"
2019,1,Santiago Del Estero,"9,31","-27,7834","-64,2642","9,28","9,47"
2019,2,Santiago Del Estero,"13,10","-27,7834","-64,2642","9,31","9,50"
2019,3,Santiago Del Estero,"13,73","-27,7834","-64,2642","13,10","13,36"
2019,4,Santiago Del Estero,"10,65","-27,7834","-64,2642","13,73","14,00"
2020,1,Santiago Del Estero,"10,54","-27,7834","-64,2642","10,65","10,87"
2020,2,Santiago Del Estero,"10,79","-27,7834","-64,2642","10,54","10,75"
2020,3,Santiago Del Estero,"10,76","-27,7834","-64,2642","10,79","11,00"
2020,4,Santiago Del Estero,"10,86","-27,7834","-64,2642","10,76","10,98"
2021,1,Santiago Del Estero,"11,33","-27,7834","-64,2642","10,86","11,07"
2021,2,Santiago Del Estero,"11,55","-27,7834","-64,2642","11,33","11,56"
2021,3,Santiago Del Estero,"11,66","-27,7834","-64,2642","11,55","11,79"
2021,4,Santiago Del Estero,"11,68","-27,7834","-64,2642","11,66","11,89"
2022,1,Santiago Del Estero,"11,71","-27,7834","-64,2642","11,68","11,91"
2022,2,Santiago Del Estero,"11,84","-27,7834","-64,2642","11,71","11,94"
2022,3,Santiago Del Estero,"11,91","-27,7834","-64,2642","11,84","12,07"
2022,4,Santiago Del Estero,"11,92","-27,7834","-64,2642","11,91","12,15"
2023,1,Santiago Del Estero,"11,80","-27,7834","-64,2642","11,92","12,16"
2023,2,Santiago Del Estero,"11,70","-27,7834","-64,2642","11,80","12,04"
2023,3,Santiago Del Estero,"12,08","-27,7834","-64,2642","11,70","11,93"
2023,4,Santiago Del Estero,"12,18","-27,7834","-64,2642","12,08","12,32"
2024,1,Santiago Del Estero,"12,26","-27,7834","-64,2642","12,18","12,42"
2024,2,Santiago Del Estero,"12,33","-27,7834","-64,2642","12,26","12,51"
2014,2,Tierra Del Fuego,"19,09","-54,8019","-68,3029","0,00","0,00"
2014,3,Tierra Del Fuego,"19,34","-54,8019","-68,3029","19,09","19,47"
2014,4,Tierra Del Fuego,"19,34","-54,8019","-68,3029","19,34","19,73"
2015,1,Tierra Del Fuego,"22,17","-54,8019","-68,3029","19,34","19,73"
2015,2,Tierra Del Fuego,"22,10","-54,8019","-68,3029","22,17","22,61"
2015,3,Tierra Del Fuego,"22,05","-54,8019","-68,3029","22,10","22,54"
2015,4,Tierra Del Fuego,"19,44","-54,8019","-68,3029","22,05","22,49"
2016,1,Tierra Del Fuego,"19,65","-54,8019","-68,3029","19,44","19,83"
2016,2,Tierra Del Fuego,"20,08","-54,8019","-68,3029","19,65","20,05"
2016,3,Tierra Del Fuego,"20,31","-54,8019","-68,3029","20,08","20,48"
2016,4,Tierra Del Fuego,"20,57","-54,8019","-68,3029","20,31","20,71"
2017,1,Tierra Del Fuego,"20,44","-54,8019","-68,3029","20,57","20,98"
2017,2,Tierra Del Fuego,"20,30","-54,8019","-68,3029","20,44","20,84"
2017,3,Tierra Del Fuego,"19,49","-54,8019","-68,3029","20,30","20,71"
2017,4,Tierra Del Fuego,"17,76","-54,8019","-68,3029","19,49","19,88"
2018,1,Tierra Del Fuego,"19,33","-54,8019","-68,3029","17,76","18,11"
2018,2,Tierra Del Fuego,"27,16","-54,8019","-68,3029","19,33","19,72"
2018,3,Tierra Del Fuego,"27,51","-54,8019","-68,3029","27,16","27,71"
2018,4,Tierra Del Fuego,"27,75","-54,8019","-68,3029","27,51","28,06"
2019,1,Tierra Del Fuego,"27,68","-54,8019","-68,3029","27,75","28,30"
2019,2,Tierra Del Fuego,"28,11","-54,8019","-68,3029","27,68","28,24"
2019,3,Tierra Del Fuego,"28,60","-54,8019","-68,3029","28,11","28,67"
2019,4,Tierra Del Fuego,"23,63","-54,8019","-68,3029","28,60","29,17"
2020,1,Tierra Del Fuego,"22,55","-54,8019","-68,3029","23,63","24,10"
2020,2,Tierra Del Fuego,"22,64","-54,8019","-68,3029","22,55","23,00"
2020,3,Tierra Del Fuego,"22,77","-54,8019","-68,3029","22,64","23,10"
2020,4,Tierra Del Fuego,"22,61","-54,8019","-68,3029","22,77","23,23"
2021,1,Tierra Del Fuego,"22,93","-54,8019","-68,3029","22,61","23,06"
2021,2,Tierra Del Fuego,"20,13","-54,8019","-68,3029","22,93","23,39"
2021,3,Tierra Del Fuego,"28,15","-54,8019","-68,3029","20,13","20,53"
2021,4,Tierra Del Fuego,"29,17","-54,8019","-68,3029","28,15","28,71"
2022,1,Tierra Del Fuego,"29,14","-54,8019","-68,3029","29,17","29,75"
2022,2,Tierra Del Fuego,"29,60","-54,8019","-68,3029","29,14","29,72"
2022,3,Tierra Del Fuego,"29,50","-54,8019","-68,3029","29,60","30,20"
2022,4,Tierra Del Fuego,"30,07","-54,8019","-68,3029","29,50","30,09"
2023,1,Tierra Del Fuego,"30,90","-54,8019","-68,3029","30,07","30,67"
2023,2,Tierra Del Fuego,"31,54","-54,8019","-68,3029","30,90","31,52"
2023,3,Tierra Del Fuego,"31,41","-54,8019","-68,3029","31,54","32,17"
2023,4,Tierra Del Fuego,"32,75","-54,8019","-68,3029","31,41","32,04"
2024,1,Tierra Del Fuego,"32,54","-54,8019","-68,3029","32,75","33,41"
2024,2,Tierra Del Fuego,"32,28","-54,8019","-68,3029","32,54","33,19"
2014,2,Tucumán,"8,41","-26,8241","-65,2226","0,00","0,00"
2014,3,Tucumán,"8,38","-26,8241","-65,2226","8,41","8,58"
2014,4,Tucumán,"8,69","-26,8241","-65,2226","8,38","8,55"
2015,1,Tucumán,"8,72","-26,8241","-65,2226","8,69","8,87"
2015,2,Tucumán,"8,84","-26,8241","-65,2226","8,72","8,89"
2015,3,Tucumán,"9,04","-26,8241","-65,2226","8,84","9,02"
2015,4,Tucumán,"9,12","-26,8241","-65,2226","9,04","9,22"
2016,1,Tucumán,"9,13","-26,8241","-65,2226","9,12","9,31"
2016,2,Tucumán,"9,22","-26,8241","-65,2226","9,13","9,31"
2016,3,Tucumán,"9,36","-26,8241","-65,2226","9,22","9,41"
2016,4,Tucumán,"9,35","-26,8241","-65,2226","9,36","9,55"
2017,1,Tucumán,"9,39","-26,8241","-65,2226","9,35","9,54"
2017,2,Tucumán,"9,46","-26,8241","-65,2226","9,39","9,58"
2017,3,Tucumán,"9,83","-26,8241","-65,2226","9,46","9,65"
2017,4,Tucumán,"9,88","-26,8241","-65,2226","9,83","10,03"
2018,1,Tucumán,"10,20","-26,8241","-65,2226","9,88","10,08"
2018,2,Tucumán,"10,28","-26,8241","-65,2226","10,20","10,40"
2018,3,Tucumán,"10,33","-26,8241","-65,2226","10,28","10,49"
2018,4,Tucumán,"10,34","-26,8241","-65,2226","10,33","10,53"
2019,1,Tucumán,"10,31","-26,8241","-65,2226","10,34","10,55"
2019,2,Tucumán,"9,94","-26,8241","-65,2226","10,31","10,52"
2019,3,Tucumán,"9,78","-26,8241","-65,2226","9,94","10,14"
2019,4,Tucumán,"11,80","-26,8241","-65,2226","9,78","9,98"
2020,1,Tucumán,"11,85","-26,8241","-65,2226","11,80","12,04"
2020,2,Tucumán,"12,83","-26,8241","-65,2226","11,85","12,09"
2020,3,Tucumán,"13,18","-26,8241","-65,2226","12,83","13,08"
2020,4,Tucumán,"13,57","-26,8241","-65,2226","13,18","13,45"
2021,1,Tucumán,"13,58","-26,8241","-65,2226","13,57","13,84"
2021,2,Tucumán,"13,61","-26,8241","-65,2226","13,58","13,85"
2021,3,Tucumán,"13,53","-26,8241","-65,2226","13,61","13,88"
2021,4,Tucumán,"13,85","-26,8241","-65,2226","13,53","13,80"
2022,1,Tucumán,"14,22","-26,8241","-65,2226","13,85","14,13"
2022,2,Tucumán,"14,69","-26,8241","-65,2226","14,22","14,50"
2022,3,Tucumán,"15,14","-26,8241","-65,2226","14,69","14,99"
2022,4,Tucumán,"15,12","-26,8241","-65,2226","15,14","15,44"
2023,1,Tucumán,"14,95","-26,8241","-65,2226","15,12","15,42"
2023,2,Tucumán,"15,05","-26,8241","-65,2226","14,95","15,25"
2023,3,Tucumán,"15,17","-26,8241","-65,2226","15,05","15,35"
2023,4,Tucumán,"15,12","-26,8241","-65,2226","15,17","15,47"
2024,1,Tucumán,"14,98","-26,8241","-65,2226","15,12","15,42"
2024,2,Tucumán,"15,07","-26,8241","-65,2226","14,98","15,28"
